Macro Região;UF;Região;Município;Código Município;Qtd. Empregos Hospedagem;Qtd. Estabelecimentos Hospedagem;Demanda Internacional;Demanda Doméstica;Cluster 2017 (Categoria)
Sudeste;MG;Grutas;Lagoa Santa;3137601;186;12;1.056;50.337;C
Sudeste;MG;Pico da Bandeira;Lajinha;3137700;6;2;98;0;D
Sudeste;MG;Águas;Lambari;3137809;101;8;367;35.529;C
Sudeste;MG;Villas e Fazendas de Minas;Lamim;3137908;0;0;0;2.700;D
Sudeste;MG;Serras e Cachoeiras;Laranjal;3138005;4;2;0;8.857;D
Sudeste;MG;Serra do Cabral;Lassance;3138104;0;1;0;0;D
Sudeste;MG;Vale Verde e Quedas D'Água;Lavras;3138203;148;13;1.849;14.505;C
Sudeste;MG;Lago de Irapé;Leme do Prado;3138351;0;0;0;0;E
Sudeste;MG;Serras e Cachoeiras;Leopoldina;3138401;66;9;328;50.821;C
Sudeste;MG;Águas;Liberdade;3138500;0;2;0;0;D
Sudeste;MG;Serras de Ibitipoca;Lima Duarte;3138609;81;25;172;14.231;B
Sudeste;MG;Velho Chico;Lontra;3138658;0;0;0;0;E
Sudeste;MG;Pico da Bandeira;Luisburgo;3138674;0;0;0;0;E
Sudeste;MG;Vale Verde e Quedas D'Água;Luminárias;3138708;0;2;0;0;D
Sudeste;MG;Trilha dos Inconfidentes;Madre de Deus de Minas;3139102;0;1;0;0;D
Sudeste;MG;Pedras Preciosas;Malacacheta;3139201;2;4;0;0;D
Sudeste;MG;Velho Chico;Manga;3139300;6;4;0;7.493;D
Sudeste;MG;Pico da Bandeira;Manhuaçu;3139409;125;10;178;35.208;C
Sudeste;MG;Pico da Bandeira;Manhumirim;3139508;15;2;0;2.624;D
Sudeste;MG;Caminhos Verdes de Minas;Mar de Espanha;3139805;4;1;0;10.278;D
Sudeste;MG;Caminhos do Sul de Minas;Maria da Fé;3139904;10;2;116;0;D
Sudeste;MG;Ouro;Mariana;3140001;126;25;1.116;28.962;B
Sudeste;MG;Trilhas do Rio Doce;Marilac;3140100;0;0;0;0;E
Sudeste;MG;Veredas do Paraopeba;Mário Campos;3140159;1;1;0;2.624;D
Sudeste;MG;Mata Atlântica de Minas;Marliéria;3140308;12;2;0;0;D
Sudeste;MG;Caminhos do Sul de Minas;Marmelópolis;3140407;1;1;0;7.494;D
Sudeste;MG;Lago de Três Marias;Martinho Campos;3140506;10;3;0;8.671;D
Sudeste;MG;Pico da Bandeira;Martins Soares;3140530;0;0;0;0;E
Sudeste;MG;Vale do Jequitinhonha;Mata Verde;3140555;0;0;0;0;E
Sudeste;MG;Caminho Novo;Matias Barbosa;3140803;61;5;0;0;D
Sudeste;MG;Montanhas e Fé;Matipó;3140902;9;3;0;0;D
Sudeste;MG;Caminhos do Cerrado;Matutina;3141207;0;1;0;0;D
Sudeste;MG;Vale do Jequitinhonha;Medina;3141405;4;2;0;27.227;D
Sudeste;MG;Caminho Novo;Mercês;3141603;7;1;0;0;D
Sudeste;MG;Pedras Preciosas;Minas Novas;3141801;17;2;230;2.624;D
Sudeste;MG;Velho Chico;Mirabela;3142007;0;1;0;0;D
Sudeste;MG;Serra do Brigadeiro;Miradouro;3142106;4;0;0;8.661;D
Sudeste;MG;Serras e Cachoeiras;Miraí;3142205;5;1;230;9.668;D
Sudeste;MG;Veredas do Paraopeba;Moeda;3142304;23;4;0;2.624;D
Sudeste;MG;Diamantes;Monjolos;3142502;0;0;0;2.624;D
Sudeste;MG;Lago de Furnas;Monsenhor Paulo;3142601;5;1;141;0;D
Sudeste;MG;Malhas do Sul de Minas;Monte Sião;3143401;98;10;0;18.812;C
Sudeste;MG;Sertão Gerais;Montes Claros;3143302;396;35;4.255;205.443;B
Sudeste;MG;Lago de Irapé;Montezuma;3143450;4;4;0;0;D
Sudeste;MG;Lago de Três Marias;Morada Nova de Minas;3143500;0;2;0;4.335;D
Sudeste;MG;Guimarães Rosa;Morro da Garça;3143609;0;2;0;0;D
Sudeste;MG;Serra do Cipó;Morro do Pilar;3143708;2;2;0;4.335;D
Sudeste;MG;Serras Verdes do Sul de Minas;Munhoz;3143807;0;0;0;0;E
Sudeste;MG;Serra do Brigadeiro;Muriaé;3143906;157;13;616;55.230;C
Sudeste;MG;Montanhas Cafeeiras de Minas;Muzambinho;3144102;4;4;102;8.014;D
Sudeste;MG;Trilhas do Rio Doce;Nacip Raydan;3144201;0;0;0;0;E
Sudeste;MG;Pedras Preciosas;Nanuque;3144300;33;5;102;28.031;D
Sudeste;MG;Noroeste das Gerais;Natalândia;3144375;2;1;0;0;D
Sudeste;MG;Serras Verdes do Sul de Minas;Natércia;3144409;0;0;0;0;E
Sudeste;MG;Trilha dos Inconfidentes;Nazareno;3144508;8;2;0;0;D
Sudeste;MG;Vale Verde e Quedas D'Água;Nepomuceno;3144607;5;2;0;4.335;D
Sudeste;MG;Trilhas do Rio Doce;Nova Belém;3144672;0;0;0;4.988;D
Sudeste;MG;Ouro;Nova Era;3144706;37;3;0;7.914;D
Sudeste;MG;Ouro;Nova Lima;3144805;55;20;541;9.834;C
Sudeste;MG;Montanhas Cafeeiras de Minas;Nova Resende;3145109;6;4;0;0;D
Sudeste;MG;Serra do Cipó;Nova União;3136603;9;0;328;6.959;D
Sudeste;MG;Pedras Preciosas;Novo Cruzeiro;3145307;1;3;0;30.286;D
Sudeste;MG;Pedras Preciosas;Novo Oriente de Minas;3145356;0;0;206;0;D
Sudeste;MG;Lago de Irapé;Novorizonte;3145372;0;0;0;0;E
Sudeste;MG;Serras de Ibitipoca;Olaria;3145406;0;0;0;0;E
Sudeste;MG;Sertão Gerais;Olhos-dÁgua;3145455;1;1;0;0;D
Sudeste;MG;Campo das Vertentes;Oliveira;3145604;25;6;424;0;D
Sudeste;MG;Verde - Trilha dos Bandeirantes;Onça de Pitangui;3145802;0;0;0;0;E
Sudeste;MG;Ouro;Ouro Branco;3145901;176;11;2.209;7.494;C
Sudeste;MG;Malhas do Sul de Minas;Ouro Fino;3146008;36;6;513;42.160;C
Sudeste;MG;Ouro;Ouro Preto;3146107;553;77;26.695;206.293;B
Sudeste;MG;Pedras Preciosas;Padre Paraíso;3146305;15;2;1.028;18.287;D
Sudeste;MG;Lago de Três Marias;Paineiras;3146404;0;0;0;1.490;D
Sudeste;MG;Grutas e Mar de Minas;Pains;3146503;0;0;0;0;E
Sudeste;MG;Serras e Cachoeiras;Palma;3146701;0;1;0;0;D
Sudeste;MG;Verde - Trilha dos Bandeirantes;Pará de Minas;3147105;49;8;502;13.773;C
Sudeste;MG;Noroeste das Gerais;Paracatu;3147006;222;18;813;112.366;C
Sudeste;MG;Lago de Furnas;Paraguaçu;3147204;18;3;141;2.567;D
Sudeste;MG;Serras Verdes do Sul de Minas;Paraisópolis;3147303;22;7;305;13.569;C
Sudeste;MG;Grutas;Paraopeba;3147402;26;5;420;2.624;D
Sudeste;MG;Terras Altas da Mantiqueira;Passa Quatro;3147600;204;11;256;33.052;C
Sudeste;MG;Águas;Passa-Vinte;3147808;2;1;0;0;D
Sudeste;MG;Nascentes das Gerais;Passos;3147907;163;12;1.536;97.542;C
Sudeste;MG;Noroeste das Gerais;Patos de Minas;3148004;265;21;2.980;99.868;B
Sudeste;MG;Caminhos do Cerrado;Patrocínio;3148103;118;15;1.371;48.384;C
Sudeste;MG;Serra do Brigadeiro;Patrocínio do Muriaé;3148202;0;1;0;22.372;D
Sudeste;MG;Serras de Minas;Paula Cândido;3148301;3;1;0;0;D
Sudeste;MG;Trilhas do Rio Doce;Paulistas;3148400;0;1;0;0;D
Sudeste;MG;Pedras Preciosas;Pavão;3148509;0;0;0;2.681;D
Sudeste;MG;Trilhas do Rio Doce;Peçanha;3148608;5;1;279;2.624;D
Sudeste;MG;Vale do Jequitinhonha;Pedra Azul;3148707;5;4;358;496;D
Sudeste;MG;Serra do Brigadeiro;Pedra Bonita;3148756;0;1;0;2.383;D
Sudeste;MG;Montanhas e Fé;Pedra do Anta;3148806;0;0;0;0;E
Sudeste;MG;Pico da Bandeira;Pedra Dourada;3149002;4;1;0;0;D
Sudeste;MG;Caminhos do Sul de Minas;Pedralva;3149101;0;1;123;0;D
Sudeste;MG;Velho Chico;Pedras de Maria da Cruz;3149150;0;1;0;0;D
Sudeste;MG;Grutas;Pedro Leopoldo;3149309;25;5;400;7.767;D
Sudeste;MG;Verde - Trilha dos Bandeirantes;Pequi;3149606;1;1;0;0;D
Sudeste;MG;Canastra;Perdizes;3149804;6;2;0;0;D
Sudeste;MG;Vale Verde e Quedas D'Água;Perdões;3149903;21;2;58;0;D
Sudeste;MG;Caminhos Verdes de Minas;Piau;3150109;0;0;0;7.914;D
Sudeste;MG;Rota do Muriqui;Piedade de Caratinga;3150158;1;1;0;7.914;D
Sudeste;MG;Trilha dos Inconfidentes;Piedade do Rio Grande;3150307;0;1;0;35.463;D
Sudeste;MG;Veredas do Paraopeba;Piedade dos Gerais;3150406;0;0;0;2.624;D
Sudeste;MG;Grutas e Mar de Minas;Pimenta;3150505;15;3;299;0;D
Sudeste;MG;Alta Mogiana;Pirajuba;3150703;0;1;114;0;D
Sudeste;MG;Villas e Fazendas de Minas;Piranga;3150802;10;4;0;6.316;D
Sudeste;MG;Caminhos do Sul de Minas;Piranguçu;3150901;0;0;0;0;E
Sudeste;MG;Caminhos do Sul de Minas;Piranguinho;3151008;7;2;0;13.569;D
Sudeste;MG;Serras e Cachoeiras;Pirapetinga;3151107;13;2;0;0;D
Sudeste;MG;Guimarães Rosa;Pirapora;3151206;71;20;202;16.022;C
Sudeste;MG;Verde - Trilha dos Bandeirantes;Pitangui;3151404;18;5;0;0;D
Sudeste;MG;Nascentes das Gerais;Piumhi;3151503;33;8;162;13.001;C
Sudeste;MG;Alta Mogiana;Planura;3151602;19;4;122;0;D
Sudeste;MG;Caminhos Gerais;Poço Fundo;3151701;0;2;0;0;D
Sudeste;MG;Caminhos Gerais;Poços de Caldas;3151800;1.288;49;7.253;434.995;B
Sudeste;MG;Lago de Três Marias;Pompéu;3152006;35;5;0;2.624;D
Sudeste;MG;Montanhas e Fé;Ponte Nova;3152105;64;12;725;48.531;C
Sudeste;MG;Vale do Jequitinhonha;Ponto dos Volantes;3152170;1;2;0;6.699;D
Sudeste;MG;Pedras Preciosas;Poté;3152402;6;2;0;0;D
Sudeste;MG;Terras Altas da Mantiqueira;Pouso Alto;3152600;56;3;178;0;D
Sudeste;MG;Trilha dos Inconfidentes;Prados;3152709;13;5;342;49.959;D
Sudeste;MG;Serras de Minas;Presidente Bernardes;3153103;0;0;0;0;E
Sudeste;MG;Guimarães Rosa;Presidente Juscelino;3153202;0;0;0;0;E
Sudeste;MG;Diamantes;Presidente Kubitschek;3153301;3;0;0;0;E
Sudeste;MG;Noroeste das Gerais;Presidente Olegário;3153400;6;3;63;34.068;D
Sudeste;MG;Caminhos do Indaiá;Quartel Geral;3153707;0;0;0;0;E
Sudeste;MG;Villas e Fazendas de Minas;Queluzito;3153806;13;2;178;0;D
Sudeste;MG;Ouro;Raposos;3153905;0;1;0;7.914;D
Sudeste;MG;Montanhas e Fé;Raul Soares;3154002;15;3;0;20.556;D
Sudeste;MG;Trilha dos Inconfidentes;Resende Costa;3154200;0;6;199;19.140;D
Sudeste;MG;Trilhas do Rio Doce;Resplendor;3154309;51;4;730;27.672;D
Sudeste;MG;Nascente do Rio Doce;Ressaquinha;3154408;0;0;0;0;E
Sudeste;MG;Noroeste das Gerais;Riachinho;3154457;3;1;0;22.372;D
Sudeste;MG;Verde - Trilha dos Bandeirantes;Ribeirão das Neves;3154606;3;0;0;0;E
Sudeste;MG;Ouro;Rio Acima;3154804;3;2;0;0;D
Sudeste;MG;Montanhas e Fé;Rio Casca;3154903;23;5;122;26.707;D
Sudeste;MG;Serras de Minas;Rio Doce;3155009;0;0;0;0;E
Sudeste;MG;Villas e Fazendas de Minas;Rio Espera;3155207;0;1;0;0;D
Sudeste;MG;Caminhos Verdes de Minas;Rio Novo;3155405;3;2;0;0;D
Sudeste;MG;Caminhos do Cerrado;Rio Paranaíba;3155504;15;4;0;26.928;D
Sudeste;MG;Caminhos Verdes de Minas;Rio Pomba;3155801;19;3;0;2.624;D
Sudeste;MG;Serras de Ibitipoca;Rio Preto;3155900;14;5;323;7.494;D
Sudeste;MG;Diamantes;Rio Vermelho;3156007;8;2;0;0;D
Sudeste;MG;Trilha dos Inconfidentes;Ritápolis;3156106;0;2;0;0;D
Sudeste;MG;Serras e Cachoeiras;Rodeiro;3156304;0;0;0;0;E
Sudeste;MG;Serra do Brigadeiro;Rosário da Limeira;3156452;0;0;131;0;D
Sudeste;MG;Cachaça;Rubelita;3156502;0;0;0;0;E
Sudeste;MG;Vale do Jequitinhonha;Rubim;3156601;0;0;0;0;E
Sudeste;MG;Ouro;Sabará;3156700;39;5;762;35.531;D
Sudeste;MG;Canastra;Sacramento;3156908;49;6;71;0;C
Sudeste;MG;Cachaça;Salinas;3157005;67;18;674;5.143;C
Sudeste;MG;Ouro;Santa Bárbara;3157203;61;11;142;0;C
Sudeste;MG;Trilha dos Inconfidentes;Santa Cruz de Minas;3157336;5;3;87;0;D
Sudeste;MG;Noroeste das Gerais;Santa Fé de Minas;3157609;2;2;0;0;D
Sudeste;MG;Serra do Cipó;Santa Maria de Itabira;3158003;4;1;0;0;D
Sudeste;MG;Trilhas do Rio Doce;Santa Maria do Suaçuí;3158201;3;2;0;24.996;D
Sudeste;MG;Serras de Ibitipoca;Santa Rita de Ibitipoca;3159407;0;0;439;0;D
Sudeste;MG;Serras de Ibitipoca;Santa Rita de Jacutinga;3159308;2;4;0;15.091;D
Sudeste;MG;Rota do Muriqui;Santa Rita de Minas;3159357;4;0;231;0;D
Sudeste;MG;Caminhos do Sul de Minas;Santa Rita do Sapucaí;3159605;39;3;1.005;1.305;D
Sudeste;MG;Caminhos do Indaiá;Santa Rosa da Serra;3159704;0;0;0;0;E
Sudeste;MG;Caminho Novo;Santana do Deserto;3158607;0;0;0;2.624;D
Sudeste;MG;Serras de Ibitipoca;Santana do Garambéu;3158706;0;0;0;0;E
Sudeste;MG;Pico da Bandeira;Santana do Manhuaçu;3158904;0;0;0;0;E
Sudeste;MG;Mata Atlântica de Minas;Santana do Paraíso;3158953;9;2;0;0;D
Sudeste;MG;Serra do Cipó;Santana do Riacho;3159001;122;45;0;2.624;B
Sudeste;MG;Villas e Fazendas de Minas;Santana dos Montes;3159100;30;4;111;0;D
Sudeste;MG;Campo das Vertentes;Santo Antônio do Amparo;3159902;12;4;93;0;D
Sudeste;MG;Serras e Cachoeiras;Santo Antônio do Aventureiro;3160009;60;2;0;0;D
Sudeste;MG;Montanhas e Fé;Santo Antônio do Grama;3160108;2;1;0;0;D
Sudeste;MG;Diamantes;Santo Antônio do Itambé;3160207;1;1;0;0;D
Sudeste;MG;Lago de Irapé;Santo Antônio do Retiro;3160454;0;0;0;0;E
Sudeste;MG;Guimarães Rosa;Santo Hipólito;3160603;0;0;0;0;E
Sudeste;MG;Caminho Novo;Santos Dumont;3160702;22;4;403;0;D
Sudeste;MG;Vale Verde e Quedas D'Água;São Bento Abade;3160801;0;0;0;0;E
Sudeste;MG;Veredas do Paraopeba;São Brás do Suaçuí;3160900;18;7;0;0;C
Sudeste;MG;Mata Atlântica de Minas;São Domingos do Prata;3161007;15;4;111;7.914;D
Sudeste;MG;Trilhas do Rio Doce;São Félix de Minas;3161056;1;1;0;0;D
Sudeste;MG;Velho Chico;São Francisco;3161106;14;7;0;27.662;C
Sudeste;MG;Campo das Vertentes;São Francisco de Paula;3161205;79;1;0;2.624;D
Sudeste;MG;Pico da Bandeira;São Francisco do Glória;3161403;0;0;0;0;E
Sudeste;MG;Lago de Três Marias;São Gonçalo do Abaeté;3161700;14;6;0;0;D
Sudeste;MG;Diamantes;São Gonçalo do Rio Preto;3125507;3;0;0;0;E
Sudeste;MG;Caminhos do Cerrado;São Gotardo;3162104;32;6;0;14.505;C
Sudeste;MG;Nascentes das Gerais;São João Batista do Glória;3162203;3;9;185;0;C
Sudeste;MG;Lago de Irapé;São João da Lagoa;3162252;0;0;0;0;E
Sudeste;MG;Trilha dos Inconfidentes;São João del Rei;3162500;220;40;1.873;134.743;B
Sudeste;MG;Sertão Gerais;São João do Pacuí;3162658;0;0;0;0;E
Sudeste;MG;Trilhas do Rio Doce;São João Evangelista;3162807;8;1;0;13.276;D
Sudeste;MG;Caminhos Verdes de Minas;São João Nepomuceno;3162906;8;3;436;44.451;D
Sudeste;MG;Veredas do Paraopeba;São Joaquim de Bicas;3162922;26;3;0;0;D
Sudeste;MG;Nascentes das Gerais;São José da Barra;3162948;8;2;0;7.914;D
Sudeste;MG;Trilhas do Rio Doce;São José da Safira;3163003;0;0;0;0;E
Sudeste;MG;Trilhas do Rio Doce;São José do Divino;3163300;0;0;172;0;D
Sudeste;MG;Montanhas e Fé;São José do Goiabal;3163409;10;1;0;2.624;D
Sudeste;MG;Trilhas do Rio Doce;São José do Jacuri;3163508;1;1;0;0;D
Sudeste;MG;Rota do Muriqui;São José do Mantimento;3163607;0;0;0;0;E
Sudeste;MG;Águas;São Lourenço;3163706;668;42;2.118;295.415;B
Sudeste;MG;Serras de Minas;São Miguel do Anta;3163805;2;1;0;0;D
Sudeste;MG;Montanhas Cafeeiras de Minas;São Pedro da União;3163904;0;0;0;0;E
Sudeste;MG;Trilhas do Rio Doce;São Pedro do Suaçuí;3164100;1;1;0;0;D
Sudeste;MG;Montanhas e Fé;São Pedro dos Ferros;3164001;2;0;230;0;D
Sudeste;MG;Canastra;São Roque de Minas;3164308;11;11;293;4.510;C
Sudeste;MG;Serras e Cachoeiras;São Sebastião da Vargem Alegre;3164431;0;1;0;0;D
Sudeste;MG;Trilhas do Rio Doce;São Sebastião do Maranhão;3164506;0;1;0;0;D
Sudeste;MG;Montanhas Cafeeiras de Minas;São Sebastião do Paraíso;3164704;159;8;347;48.815;C
Sudeste;MG;Terras Altas da Mantiqueira;São Sebastião do Rio Verde;3164902;0;0;0;0;E
Sudeste;MG;Vale Verde e Quedas D'Água;São Thomé das Letras;3165206;34;20;3.055;57.376;C
Sudeste;MG;Trilha dos Inconfidentes;São Tiago;3165008;3;2;206;14.406;D
Sudeste;MG;Trilha dos Inconfidentes;São Vicente de Minas;3165305;6;2;185;7.494;D
Sudeste;MG;Serras Verdes do Sul de Minas;Sapucaí-Mirim;3165404;4;2;0;18.079;D
Sudeste;MG;Veredas do Paraopeba;Sarzedo;3165537;0;0;0;0;E
Sudeste;MG;Montanhas e Fé;Sem-Peixe;3165560;0;0;0;0;E
Sudeste;MG;Serras Verdes do Sul de Minas;Senador Amaral;3165578;0;1;0;0;D
Sudeste;MG;Diamantes;Senador Modestino Gonçalves;3165909;1;1;0;0;D
Sudeste;MG;Villas e Fazendas de Minas;Senhora de Oliveira;3166006;1;2;0;0;D
Sudeste;MG;Trilhas do Rio Doce;Senhora do Porto;3166105;0;1;0;0;D
Sudeste;MG;Nascente do Rio Doce;Senhora dos Remédios;3166204;0;0;0;0;E
Sudeste;MG;Montanhas e Fé;Sericita;3166303;0;1;0;0;D
Sudeste;MG;Diamantes;Serra Azul de Minas;3166501;0;0;0;0;E
Sudeste;MG;Caminhos do Cerrado;Serra do Salitre;3166808;20;2;0;7.914;D
Sudeste;MG;Pedras Preciosas;Serra dos Aimorés;3166709;0;0;386;0;D
Sudeste;MG;Diamantes;Serro;3167103;32;13;942;9.820;C
Sudeste;MG;Grutas;Sete Lagoas;3167202;235;26;2.009;112.022;B
Sudeste;MG;Pedras Preciosas;Setubinha;3165552;0;0;0;0;E
Sudeste;MG;Caminho Novo;Simão Pereira;3167509;25;2;0;0;D
Sudeste;MG;Pico da Bandeira;Simonésia;3167608;1;2;0;21.129;D
Sudeste;MG;Trilhas do Rio Doce;Sobrália;3167707;0;0;299;0;D
Sudeste;MG;Águas;Soledade de Minas;3167806;36;2;0;7.914;D
Sudeste;MG;Cachaça;Taiobeiras;3168002;11;4;0;756;D
Sudeste;MG;Rota do Muriqui;Taparuba;3168051;0;0;0;0;E
Sudeste;MG;Canastra;Tapira;3168101;1;1;0;0;D
Sudeste;MG;Rota do Muriqui;Tarumirim;3168408;2;1;732;0;D
Sudeste;MG;Serras de Minas;Teixeiras;3168507;8;3;0;43.814;D
Sudeste;MG;Pedras Preciosas;Teófilo Otoni;3168606;162;19;385;74.040;C
Sudeste;MG;Mata Atlântica de Minas;Timóteo;3168705;83;4;737;43.695;D
Sudeste;MG;Trilha dos Inconfidentes;Tiradentes;3168804;379;97;4.836;66.573;A
Sudeste;MG;Caminhos do Cerrado;Tiros;3168903;1;3;0;7.914;D
Sudeste;MG;Serras Verdes do Sul de Minas;Tocos do Moji;3169059;0;0;0;0;E
Sudeste;MG;Serras Verdes do Sul de Minas;Toledo;3169109;0;1;129;0;D
Sudeste;MG;Pico da Bandeira;Tombos;3169208;5;2;0;8.713;D
Sudeste;MG;Águas;Três Corações;3169307;46;7;1.274;39.958;C
Sudeste;MG;Lago de Três Marias;Três Marias;3169356;94;11;180;23.124;C
Sudeste;MG;Vale Verde e Quedas D'Água;Três Pontas;3169406;41;5;747;5.900;D
Sudeste;MG;Trilhas do Rio Doce;Tumiritinga;3169505;0;1;0;0;D
Sudeste;MG;Alta Mogiana;Tupaciguara;3169604;13;5;0;0;D
Sudeste;MG;Lago de Irapé;Turmalina;3169703;22;3;0;17.011;D
Sudeste;MG;Serras de Minas;Ubá;3169901;80;10;423;14.420;C
Sudeste;MG;Rota do Muriqui;Ubaporanga;3170057;4;1;172;0;D
Sudeste;MG;Alta Mogiana;Uberaba;3170107;600;34;5.707;169.288;B
Sudeste;MG;Alta Mogiana;Uberlândia;3170206;940;45;15.115;584.716;B
Sudeste;MG;Noroeste das Gerais;Unaí;3170404;136;13;331;50.011;C
Sudeste;MG;Noroeste das Gerais;Uruana de Minas;3170479;0;0;0;0;E
Sudeste;MG;Montanhas e Fé;Urucânia;3170503;0;0;0;0;E
Sudeste;MG;Urucuia Grande Sertão;Urucuia;3170529;1;1;0;4.671;D
Sudeste;MG;Canastra;Vargem Bonita;3170602;3;2;0;0;D
Sudeste;MG;Lago de Irapé;Vargem Grande do Rio Pardo;3170651;0;0;0;0;E
Sudeste;MG;Vale Verde e Quedas D'Água;Varginha;3170701;221;15;1.904;46.879;C
Sudeste;MG;Sertão Gerais;Varzelândia;3170909;0;2;0;22.656;D
Sudeste;MG;Noroeste das Gerais;Vazante;3171006;10;3;0;36.222;D
Sudeste;MG;Lago de Irapé;Veredinha;3171071;0;0;0;0;E
Sudeste;MG;Montanhas e Fé;Vermelho Novo;3171154;0;0;0;0;E
Sudeste;MG;Grutas;Vespasiano;3171204;40;8;0;7.494;C
Sudeste;MG;Serras de Minas;Viçosa;3171303;86;6;4.473;72.740;C
Sudeste;MG;Vale do Jequitinhonha;Virgem da Lapa;3171600;2;1;0;11.366;D
Sudeste;MG;Terras Altas da Mantiqueira;Virgínia;3171709;229;1;300;0;D
Sudeste;MG;Trilhas do Rio Doce;Virginópolis;3171808;6;2;206;0;D
Sudeste;MG;Trilhas do Rio Doce;Virgolândia;3171907;0;1;141;4.335;D
Sudeste;RJ;Costa Verde;Angra dos Reis;3300100;710;161;179.652;841.279;A
Sudeste;RJ;Águas do Noroeste;Aperibé;3300159;20;1;0;7.494;D
Sudeste;RJ;Costa do Sol;Araruama;3300209;52;15;885;198.492;C
Sudeste;RJ;Caminhos Coloniais;Areal;3300225;14;3;0;0;D
Sudeste;RJ;Costa do Sol;Armação dos Búzios;3300233;2.487;254;332.983;671.819;A
Sudeste;RJ;Costa do Sol;Arraial do Cabo;3300258;318;52;25.066;260.542;B
Sudeste;RJ;Vale do Café;Barra do Piraí;3300308;289;17;457;25.342;C
Sudeste;RJ;Vale do Café;Barra Mansa;3300407;124;12;1.579;24.183;C
Sudeste;RJ;BAIXADA VERDE;Belford Roxo;3300456;29;2;0;10.381;D
Sudeste;RJ;Caminhos da Serra;Bom Jardim;3300506;23;7;230;0;C
Sudeste;RJ;Águas do Noroeste;Bom Jesus do Itabapoana;3300605;17;4;171;0;D
Sudeste;RJ;Costa do Sol;Cabo Frio;3300704;947;100;28.290;1.209.539;A
Sudeste;RJ;Serra Verde Imperial;Cachoeiras de Macacu;3300803;32;15;782;0;C
Sudeste;RJ;Águas do Noroeste;Cambuci;3300902;0;1;195;2.700;D
Sudeste;RJ;Costa Doce;Campos dos Goytacazes;3301009;370;35;4.205;398.380;B
Sudeste;RJ;Caminhos da Serra;Cantagalo;3301108;166;6;0;0;C
Sudeste;RJ;Costa do Sol;Carapebus;3300936;0;2;0;0;D
Sudeste;RJ;Costa Doce;Cardoso Moreira;3301157;0;1;0;19.975;D
Sudeste;RJ;Caminhos da Serra;Carmo;3301207;5;3;230;27.911;D
Sudeste;RJ;Costa do Sol;Casimiro de Abreu;3301306;35;13;1.959;28.116;C
Sudeste;RJ;Caminhos Coloniais;Comendador Levy Gasparian;3300951;0;1;0;2.700;D
Sudeste;RJ;Caminhos da Serra;Cordeiro;3301504;4;3;148;15.802;D
Sudeste;RJ;Caminhos da Serra;Duas Barras;3301603;0;1;0;0;D
Sudeste;RJ;BAIXADA VERDE;Duque de Caxias;3301702;371;8;781;103.672;C
Sudeste;RJ;Vale do Café;Engenheiro Paulo de Frontin;3301801;63;7;0;8.699;C
Sudeste;RJ;Serra Verde Imperial;Guapimirim;3301850;56;7;0;5.215;C
Sudeste;RJ;Costa do Sol;Iguaba Grande;3301876;7;4;0;55.183;D
Sudeste;RJ;Caminhos da Mata;Itaboraí;3301900;91;11;420;0;C
Sudeste;RJ;Costa Verde;Itaguaí;3302007;185;24;1.320;60.254;B
Sudeste;RJ;Águas do Noroeste;Italva;3302056;8;1;229;117.349;D
Sudeste;RJ;Águas do Noroeste;Itaocara;3302106;17;3;0;0;D
Sudeste;RJ;Águas do Noroeste;Itaperuna;3302205;265;20;230;175.606;B
Sudeste;RJ;Agulhas Negras;Itatiaia;3302254;752;124;4.950;90.194;A
Sudeste;RJ;BAIXADA VERDE;Japeri;3302270;0;1;0;30.201;D
Sudeste;RJ;Águas do Noroeste;Laje do Muriaé;3302304;0;0;0;12.708;D
Sudeste;RJ;Costa do Sol;Macaé;3302403;1.762;70;17.512;486.356;A
Sudeste;RJ;Caminhos da Serra;Macuco;3302452;5;1;0;0;D
Sudeste;RJ;BAIXADA VERDE;Magé;3302502;39;9;405;13.395;C
Sudeste;RJ;Costa Verde;Mangaratiba;3302601;939;29;5.624;192.198;B
Sudeste;RJ;Costa do Sol;Maricá;3302700;9;13;1.256;94.745;C
Sudeste;RJ;Vale do Café;Mendes;3302809;17;4;0;7.494;D
Sudeste;RJ;BAIXADA VERDE;Mesquita;3302858;0;0;0;5.782;D
Sudeste;RJ;Vale do Café;Miguel Pereira;3302908;167;17;426;56.076;C
Sudeste;RJ;Águas do Noroeste;Miracema;3303005;6;2;0;28.622;D
Sudeste;RJ;Águas do Noroeste;Natividade;3303104;0;2;0;7.494;D
Sudeste;RJ;BAIXADA VERDE;Nilópolis;3303203;96;1;235;22.296;D
Sudeste;RJ;Metropolitana;Niterói;3303302;680;32;21.808;240.687;B
Sudeste;RJ;Serra Verde Imperial;Nova Friburgo;3303401;383;63;5.795;251.467;B
Sudeste;RJ;BAIXADA VERDE;Nova Iguaçu;3303500;103;7;2.597;31.810;C
Sudeste;RJ;Vale do Café;Paracambi;3303609;18;2;260;35.814;D
Sudeste;RJ;Caminhos Coloniais;Paraíba do Sul;3303708;35;11;229;37.774;C
Sudeste;RJ;Costa Verde;Paraty;3303807;961;213;160.457;404.233;A
Sudeste;RJ;Vale do Café;Paty do Alferes;3303856;43;9;0;2.350;C
Sudeste;RJ;Serra Verde Imperial;Petrópolis;3303906;1.047;94;13.522;202.749;A
