Macro Região;UF;Região;Município;Código Município;Qtd. Empregos Hospedagem;Qtd. Estabelecimentos Hospedagem;Demanda Internacional;Demanda Doméstica;Cluster 2017 (Categoria)
Nordeste;BA;Costa das Baleias;Alcobaça;2900801;30;9;278;91.095;C
Nordeste;BA;Caminhos do Jiquiriçá;Amargosa;2901007;23;3;0;65.323;D
Nordeste;BA;Chapada Diamantina;Andaraí;2901304;18;2;758;4.326;D
Nordeste;BA;Caminhos do Sertão;Araci;2902104;1;1;127;1.953;D
Nordeste;BA;Caminhos do Sertão;Aramari;2902203;0;0;0;0;E
Nordeste;BA;Baía de Todos os Santos;Aratuípe;2902302;0;1;0;0;D
Nordeste;BA;Caminhos do Sertão;Banzaê;2902658;0;0;0;0;E
Nordeste;BA;Caminhos do Oeste;Barra;2902708;3;6;95;8.866;D
Nordeste;BA;Chapada Diamantina;Barra da Estiva;2902807;14;4;0;0;D
Nordeste;BA;Chapada Diamantina;Barra do Mendes;2903003;0;0;0;0;E
Nordeste;BA;Caminhos do Oeste;Barreiras;2903201;289;34;729;182.508;B
Nordeste;BA;Costa do Descobrimento;Belmonte;2903409;20;6;162;2.236;D
Nordeste;BA;Caminhos do Oeste;Bom Jesus da Lapa;2903904;116;34;0;221.079;B
Nordeste;BA;Chapada Diamantina;Bonito;2904050;3;2;50;0;D
Nordeste;BA;Chapada Diamantina;Brotas de Macaúbas;2904506;4;2;0;0;D
Nordeste;BA;Baía de Todos os Santos;Cachoeira;2904902;73;10;793;31.752;C
Nordeste;BA;Costa do Dendê;Cairu;2905404;981;125;71.384;125.021;A
Nordeste;BA;Costa dos Coqueiros;Camaçari;2905701;938;45;7.081;271.431;B
Nordeste;BA;Costa do Dendê;Camamu;2905800;7;3;747;18.514;D
Nordeste;BA;Vale do São Francisco;Campo Alegre de Lourdes;2905909;0;1;0;9.635;D
Nordeste;BA;Chapada Diamantina;Campo Formoso;2906006;24;4;178;17.635;D
Nordeste;BA;Costa do Cacau;Canavieiras;2906303;9;13;2.695;35.053;C
Nordeste;BA;Baía de Todos os Santos;Candeias;2906501;8;4;0;24.180;D
Nordeste;BA;Caminhos do Sertão;Canudos;2906824;1;5;0;14.505;D
Nordeste;BA;Chapada Diamantina;Capim Grosso;2906873;28;5;0;5.919;D
Nordeste;BA;Costa das Baleias;Caravelas;2906907;21;4;57;14.349;D
Nordeste;BA;Vale do São Francisco;Casa Nova;2907202;5;2;0;39.505;D
Nordeste;BA;Caminhos do Jiquiriçá;Castro Alves;2907301;7;2;178;40.787;D
Nordeste;BA;Caminhos do Sertão;Cipó;2907905;1;3;50;5.919;D
Nordeste;BA;Caminhos do Oeste;Cocos;2908101;5;4;0;7.881;D
Nordeste;BA;Caminhos do Sertão;Conceição da Feira;2908200;3;1;0;5.919;D
Nordeste;BA;Caminhos do Jiquiriçá;Conceição do Almeida;2908309;7;2;0;14.822;D
Nordeste;BA;Costa dos Coqueiros;Conde;2908606;51;17;233;117.092;C
Nordeste;BA;Caminhos do Oeste;Correntina;2909307;59;12;118;96.785;C
Nordeste;BA;Caminhos do Jiquiriçá;Cruz das Almas;2909802;49;7;0;53.601;C
Nordeste;BA;Vale do São Francisco;Curaçá;2909901;1;3;0;10.601;D
Nordeste;BA;Costa dos Coqueiros;Dias d'Ávila;2910057;13;5;87;41.879;D
Nordeste;BA;Chapada Diamantina;Dom Basílio;2910107;1;1;103;0;D
Nordeste;BA;Caminhos do Jiquiriçá;Dom Macedo Costa;2910206;14;1;0;0;D
Nordeste;BA;Costa dos Coqueiros;Entre Rios;2910503;80;14;430;80.148;C
Nordeste;BA;Costa dos Coqueiros;Esplanada;2910602;47;10;0;59.828;C
Nordeste;BA;Caminhos do Sertão;Euclides da Cunha;2910701;28;11;0;33.848;C
Nordeste;BA;Caminhos do Sertão;Feira de Santana;2910800;501;43;3.636;501.585;B
Nordeste;BA;Caminhos do Oeste;Formosa do Rio Preto;2911105;34;6;0;6.699;C
Nordeste;BA;Chapada Diamantina;Gentio do Ouro;2911303;0;1;0;0;D
Nordeste;BA;Costa do Descobrimento;Guaratinga;2911808;0;0;0;0;E
Nordeste;BA;Chapada Diamantina;Ibicoara;2912202;4;8;917;0;C
Nordeste;BA;Caminhos do Oeste;Ibotirama;2913200;42;8;178;4.818;C
Nordeste;BA;Caminhos do Oeste;Igaporã;2913408;0;0;0;14.505;D
Nordeste;BA;Costa do Dendê;Igrapiúna;2913457;0;0;0;0;E
Nordeste;BA;Caminhos do Sudoeste;Iguaí;2913507;1;3;0;5.919;D
Nordeste;BA;Costa do Cacau;Ilhéus;2913606;1.046;60;8.888;469.795;B
Nordeste;BA;Costa do Cacau;Ipiaú;2913903;46;9;0;44.064;C
Nordeste;BA;Caminhos do Jiquiriçá;Irajuba;2914208;0;0;0;0;E
Nordeste;BA;Chapada Diamantina;Iraquara;2914406;22;5;89;0;D
Nordeste;BA;Caminhos do Sertão;Irará;2914505;0;1;0;13.521;D
Nordeste;BA;Costa do Cacau;Itabuna;2914802;251;19;3.013;141.288;B
Nordeste;BA;Costa do Cacau;Itacaré;2914901;526;73;19.833;129.768;B
Nordeste;BA;Costa das Baleias;Itamaraju;2915601;32;8;705;21.303;C
Nordeste;BA;Caminhos do Sudoeste;Itambé;2915809;4;1;0;13.791;D
Nordeste;BA;Costa das Baleias;Itanhém;2916005;0;1;175;0;D
Nordeste;BA;Baía de Todos os Santos;Itaparica;2916104;24;6;3.051;245.038;C
Nordeste;BA;Caminhos do Sertão;Itapicuru;2916500;0;0;190;0;D
Nordeste;BA;Caminhos do Jiquiriçá;Itatim;2916856;7;4;173;33.591;D
Nordeste;BA;Caminhos do Jiquiriçá;Itiruçu;2916906;0;0;0;5.919;D
Nordeste;BA;Caminhos do Sudoeste;Itororó;2917102;2;3;0;1.031;D
Nordeste;BA;Chapada Diamantina;Ituaçu;2917201;1;3;0;0;D
Nordeste;BA;Costa do Dendê;Ituberá;2917300;11;4;868;10.600;D
Nordeste;BA;Chapada Diamantina;Jacobina;2917508;88;12;341;54.477;C
Nordeste;BA;Chapada Diamantina;Jaguarari;2917706;7;6;0;17.527;D
Nordeste;BA;Baía de Todos os Santos;Jaguaripe;2917805;19;5;0;5.919;D
Nordeste;BA;Costa dos Coqueiros;Jandaíra;2917904;4;5;408;4.841;D
Nordeste;BA;Caminhos do Sudoeste;Jequié;2918001;166;17;729;232.370;B
Nordeste;BA;Caminhos do Jiquiriçá;Jiquiriçá;2918209;6;1;178;20.065;D
Nordeste;BA;Vale do São Francisco;Juazeiro;2918407;131;25;815;198.335;B
Nordeste;BA;Chapada Diamantina;Jussiape;2918605;0;1;0;6.782;D
Nordeste;BA;Costa dos Coqueiros;Lauro de Freitas;2919207;125;24;829;7.446;B
Nordeste;BA;Chapada Diamantina;Lençóis;2919306;184;30;22.940;79.102;B
Nordeste;BA;Caminhos do Oeste;Luís Eduardo Magalhães;2919553;205;24;635;161.497;B
Nordeste;BA;Baía de Todos os Santos;Madre de Deus;2919926;0;6;0;15.744;D
Nordeste;BA;Caminhos do Sudoeste;Maracás;2920502;25;2;299;14.505;D
Nordeste;BA;Baía de Todos os Santos;Maragogipe;2920601;7;3;103;82.328;D
Nordeste;BA;Costa do Dendê;Maraú;2920700;258;48;3.412;25.132;B
Nordeste;BA;Costa dos Coqueiros;Mata de São João;2921005;5.888;61;61.355;228.922;A
Nordeste;BA;Chapada Diamantina;Miguel Calmon;2921203;0;0;0;4.227;D
Nordeste;BA;Caminhos do Sertão;Monte Santo;2921500;5;2;0;0;D
Nordeste;BA;Chapada Diamantina;Morro do Chapéu;2921708;29;5;765;10.846;D
Nordeste;BA;Chapada Diamantina;Mucugê;2921906;26;9;526;0;C
Nordeste;BA;Costa das Baleias;Mucuri;2922003;76;19;1.070;87.456;C
Nordeste;BA;Baía de Todos os Santos;Muniz Ferreira;2922201;0;0;0;0;E
Nordeste;BA;Caminhos do Jiquiriçá;Mutuípe;2922409;3;1;0;1.953;D
Nordeste;BA;Baía de Todos os Santos;Nazaré;2922508;6;2;0;15.275;D
Nordeste;BA;Caminhos do Sudoeste;Nova Canaã;2922706;0;0;0;0;E
Nordeste;BA;Chapada Diamantina;Nova Redenção;2922854;0;0;0;1.953;D
Nordeste;BA;Costa das Baleias;Nova Viçosa;2923001;67;19;973;118.516;C
Nordeste;BA;Chapada Diamantina;Ourolândia;2923357;0;0;0;0;E
Nordeste;BA;Chapada Diamantina;Palmeiras;2923506;18;9;2.924;6.033;C
Nordeste;BA;Chapada Diamantina;Paramirim;2923605;0;2;0;0;D
Nordeste;BA;Costa do Cacau;Pau Brasil;2923902;0;1;0;3.756;D
Nordeste;BA;Lagos e Canyons do São Francisco;Paulo Afonso;2924009;150;12;841;190.154;C
Nordeste;BA;Chapada Diamantina;Piatã;2924306;1;1;178;0;D
Nordeste;BA;Chapada Diamantina;Pindobaçu;2924603;1;1;0;0;D
Nordeste;BA;Chapada Diamantina;Piritiba;2924801;2;2;0;0;D
Nordeste;BA;Caminhos do Jiquiriçá;Planaltino;2924900;0;1;0;0;D
Nordeste;BA;Costa do Descobrimento;Porto Seguro;2925303;5.094;293;69.860;1.192.038;A
Nordeste;BA;Costa das Baleias;Prado;2925501;304;54;2.066;76.429;B
Nordeste;BA;Chapada Diamantina;Quixabeira;2925931;0;0;0;0;E
Nordeste;BA;Vale do São Francisco;Remanso;2926004;9;2;0;12.479;D
Nordeste;BA;Chapada Diamantina;Rio de Contas;2926707;29;6;49;0;D
Nordeste;BA;Chapada Diamantina;Rio do Pires;2926905;1;2;0;4.510;D
Nordeste;BA;Baía de Todos os Santos;Salinas da Margarida;2927309;14;8;229;46.417;C
Nordeste;BA;Baía de Todos os Santos;Salvador;2927408;4.987;281;285.561;4.262.041;A
Nordeste;BA;Caminhos do Sertão;Santa Bárbara;2927507;0;0;0;10.902;D
Nordeste;BA;Lagos e Canyons do São Francisco;Santa Brígida;2927606;0;0;0;1.953;D
Nordeste;BA;Costa do Descobrimento;Santa Cruz Cabrália;2927705;427;19;834;13.831;B
Nordeste;BA;Costa do Cacau;Santa Luzia;2928059;0;0;0;5.697;D
Nordeste;BA;Caminhos do Oeste;Santa Maria da Vitória;2928109;32;7;102;33.995;C
Nordeste;BA;Caminhos do Oeste;Santa Rita de Cássia;2928406;0;2;111;23.034;D
Nordeste;BA;Caminhos do Jiquiriçá;Santa Teresinha;2928505;0;0;424;5.919;D
Nordeste;BA;Baía de Todos os Santos;Santo Amaro;2928604;27;6;494;40.012;C
Nordeste;BA;Caminhos do Jiquiriçá;Santo Antônio de Jesus;2928703;144;16;277;68.984;C
Nordeste;BA;Caminhos do Oeste;São Desidério;2928901;19;1;0;0;D
Nordeste;BA;Baía de Todos os Santos;São Félix;2929008;0;1;0;3.905;D
Nordeste;BA;Caminhos do Oeste;São Félix do Coribe;2929057;4;3;0;0;D
Nordeste;BA;Baía de Todos os Santos;São Francisco do Conde;2929206;3;1;0;22.377;D
Nordeste;BA;Costa do Cacau;São José da Vitória;2929354;0;0;0;9.668;D
Nordeste;BA;Caminhos do Jiquiriçá;São Miguel das Matas;2929404;0;0;0;6.001;D
Nordeste;BA;Baía de Todos os Santos;Saubara;2929750;5;3;126;132.714;D
Nordeste;BA;Chapada Diamantina;Seabra;2929909;51;11;0;2.345;C
Nordeste;BA;Chapada Diamantina;Senhor do Bonfim;2930105;57;10;336;53.905;C
Nordeste;BA;Vale do São Francisco;Sento Sé;2930204;1;2;145;0;D
Nordeste;BA;Baía de Todos os Santos;Simões Filho;2930709;11;3;318;53.174;D
Nordeste;BA;Caminhos do Sertão;Sítio do Quinto;2930766;0;0;0;0;E
Nordeste;BA;Vale do São Francisco;Sobradinho;2930774;14;3;0;2.444;D
Nordeste;BA;Costa do Dendê;Taperoá;2931202;0;0;0;1.031;D
Nordeste;BA;Costa das Baleias;Teixeira de Freitas;2931350;205;29;1.545;67.376;B
Nordeste;BA;Caminhos do Sertão;Tucano;2931905;33;8;69;46.611;C
Nordeste;BA;Caminhos do Jiquiriçá;Ubaíra;2932101;2;1;0;5.919;D
Nordeste;BA;Chapada Diamantina;Uibaí;2932408;0;1;0;0;D
Nordeste;BA;Costa do Cacau;Una;2932507;519;9;476;18.249;C
Nordeste;BA;Costa do Cacau;Uruçuca;2932705;30;7;0;36.253;C
Nordeste;BA;Costa do Dendê;Valença;2932903;117;42;704;123.168;B
Nordeste;BA;Caminhos do Jiquiriçá;Varzedo;2933174;0;0;0;5.919;D
Nordeste;BA;Baía de Todos os Santos;Vera Cruz;2933208;360;20;291;139.602;B
Nordeste;BA;Caminhos do Sudoeste;Vitória da Conquista;2933307;363;28;3.066;290.748;B
Nordeste;BA;Chapada Diamantina;Wagner;2933406;0;0;217;9.418;D
Nordeste;BA;Chapada Diamantina;Xique-Xique;2933604;14;1;0;1.953;D
Nordeste;CE;Litoral Extremo Oeste;Acaraú;2300200;11;4;0;77.567;D
Nordeste;CE;Vale do Acaraú;Alcântaras;2300507;0;0;0;0;E
Nordeste;CE;Litoral Oeste;Amontada;2300754;19;11;1.554;19.755;C
Nordeste;CE;Litoral Leste;Aquiraz;2301000;1.130;30;2.935;111.469;B
Nordeste;CE;Litoral Leste;Aracati;2301109;279;53;9.756;203.363;B
Nordeste;CE;Cariri;Assaré;2301604;0;0;0;1.319;D
Nordeste;CE;Sertão Central;Banabuiú;2301851;0;1;0;40.267;D
Nordeste;CE;Cariri;Barbalha;2301901;145;6;126;10.682;C
Nordeste;CE;Litoral Extremo Oeste;Barroquinha;2302057;0;1;0;16.903;D
Nordeste;CE;Serras de Aratanha e Baturité;Baturité;2302107;20;9;147;40.133;C
Nordeste;CE;Litoral Leste;Beberibe;2302206;213;25;2.124;242.566;B
Nordeste;CE;Litoral Extremo Oeste;Bela Cruz;2302305;0;0;0;27.611;D
Nordeste;CE;Cariri;Brejo Santo;2302503;2;3;114;18.126;D
Nordeste;CE;Litoral Extremo Oeste;Camocim;2302602;65;19;1.199;74.367;C
Nordeste;CE;Sertão Central;Canindé;2302800;31;10;297;416.255;C
Nordeste;CE;Chapada da Ibiapaba;Carnaubal;2303402;0;2;0;0;D
Nordeste;CE;Litoral Leste;Cascavel;2303501;80;13;1.193;245.835;C
Nordeste;CE;Fortaleza;Caucaia;2303709;784;34;13.214;53.410;B
Nordeste;CE;Litoral Extremo Oeste;Chaval;2303907;0;1;0;25.587;D
Nordeste;CE;Litoral Leste;Chorozinho;2303956;0;0;0;0;E
Nordeste;CE;Sertão dos Inhamuns;Crateús;2304103;34;6;249;42.738;C
Nordeste;CE;Cariri;Crato;2304202;72;7;347;76.978;C
Nordeste;CE;Litoral Extremo Oeste;Cruz;2304251;108;9;262;1.329;C
Nordeste;CE;Litoral Leste;Eusébio;2304285;11;0;76;65.919;D
Nordeste;CE;Fortaleza;Fortaleza;2304400;3.495;170;135.751;4.178.305;A
Nordeste;CE;Litoral Leste;Fortim;2304459;68;5;704;35.023;D
Nordeste;CE;Serras de Aratanha e Baturité;Guaiúba;2304954;0;1;0;0;D
Nordeste;CE;Chapada da Ibiapaba;Guaraciaba do Norte;2305001;23;3;87;13.536;D
Nordeste;CE;Serras de Aratanha e Baturité;Guaramiranga;2305100;70;12;822;58.611;C
Nordeste;CE;Chapada da Ibiapaba;Ibiapina;2305308;2;0;0;26.830;D
Nordeste;CE;Litoral Leste;Icapuí;2305357;31;14;1.193;27.054;C
Nordeste;CE;Centro Sul/ Vale do Salgado;Icó;2305407;3;3;114;3.986;D
Nordeste;CE;Centro Sul/ Vale do Salgado;Iguatu;2305506;64;11;120;107.776;D
Nordeste;CE;Chapada da Ibiapaba;Ipu;2305803;5;4;0;6.411;D
Nordeste;CE;Litoral Oeste;Itapipoca;2306405;23;9;263;113.113;C
Nordeste;CE;Litoral Extremo Oeste;Itarema;2306553;3;4;2.750;45.282;D
Nordeste;CE;Vale do Jaguaribe;Jaguaretama;2306702;0;2;0;2.657;D
Nordeste;CE;Vale do Jaguaribe;Jaguaribara;2306801;0;2;0;14.505;D
Nordeste;CE;Vale do Jaguaribe;Jaguaribe;2306900;29;5;0;72.051;D
Nordeste;CE;Cariri;Jardim;2307106;0;1;0;591;D
Nordeste;CE;Litoral Extremo Oeste;Jijoca de Jericoacoara;2307254;1.033;94;49.477;94.707;A
Nordeste;CE;Cariri;Juazeiro do Norte;2307304;322;41;1.499;556.692;B
Nordeste;CE;Cariri;Lavras da Mangabeira;2307502;5;1;0;24.575;D
Nordeste;CE;Vale do Jaguaribe;Limoeiro do Norte;2307601;8;3;146;19.482;D
Nordeste;CE;Fortaleza;Maracanaú;2307650;48;4;0;17.966;D
Nordeste;CE;Serras de Aratanha e Baturité;Maranguape;2307700;0;1;672;72.048;D
Nordeste;CE;Vale do Acaraú;Meruoca;2308203;8;3;0;12.070;D
Nordeste;CE;Cariri;Missão Velha;2308401;0;1;0;0;D
Nordeste;CE;Vale do Jaguaribe;Morada Nova;2308708;7;2;441;63.873;D
Nordeste;CE;Cariri;Nova Olinda;2309201;0;1;79;0;D
Nordeste;CE;Centro Sul/ Vale do Salgado;Orós;2309508;0;0;0;90.966;D
Nordeste;CE;Litoral Leste;Pacajus;2309607;0;1;126;46.127;D
Nordeste;CE;Serras de Aratanha e Baturité;Pacatuba;2309706;2;1;0;12.693;D
Nordeste;CE;Serras de Aratanha e Baturité;Pacoti;2309805;10;6;223;4.430;D
Nordeste;CE;Serras de Aratanha e Baturité;Palmácia;2310100;0;0;58;8.983;D
Nordeste;CE;Litoral Oeste;Paracuru;2310209;45;20;2.796;125.547;C
Nordeste;CE;Litoral Oeste;Paraipaba;2310258;31;10;868;17.370;C
Nordeste;CE;Litoral Leste;Pindoretama;2310852;0;1;0;19.885;D
Nordeste;CE;Sertão Central;Quixadá;2311306;43;10;173;205.728;C
Nordeste;CE;Sertão Central;Quixeramobim;2311405;23;4;171;28.277;D
Nordeste;CE;Serras de Aratanha e Baturité;Redenção;2311603;2;2;147;39.078;D
Nordeste;CE;Cariri;Santana do Cariri;2312106;0;0;0;0;E
Nordeste;CE;Chapada da Ibiapaba;São Benedito;2312304;15;5;0;72.227;D
Nordeste;CE;Litoral Oeste;São Gonçalo do Amarante;2312403;59;14;2.178;82.339;C
Nordeste;CE;Vale do Acaraú;Sobral;2312908;80;15;595;246.103;C
Nordeste;CE;Vale do Jaguaribe;Solonópole;2313005;4;1;0;0;D
Nordeste;CE;Vale do Jaguaribe;Tabuleiro do Norte;2313104;9;2;0;13.353;D
Nordeste;CE;Sertão dos Inhamuns;Tauá;2313302;9;7;481;53.651;C
Nordeste;CE;Sertão Central;Tejuçuoca;2313351;0;2;0;0;D
Nordeste;CE;Chapada da Ibiapaba;Tianguá;2313401;60;7;233;146.945;C
Nordeste;CE;Litoral Oeste;Trairi;2313500;101;28;3.988;40.354;B
Nordeste;CE;Chapada da Ibiapaba;Ubajara;2313609;26;9;413;64.936;C
Nordeste;CE;Cariri;Várzea Alegre;2314003;0;1;0;28.678;D
Nordeste;CE;Chapada da Ibiapaba;Viçosa do Ceará;2314102;12;5;178;44.198;D
Nordeste;MA;Polo Delta das Américas;Água Doce do Maranhão;2100154;0;0;0;0;E
Nordeste;MA;Polo  São Luís;Alcântara;2100204;0;6;198;15.573;D
Nordeste;MA;Polo Delta das Américas;Araioses;2100907;0;2;0;6.010;D
Nordeste;MA;Polo Lagos e Campos Floridos;Arari;2101004;3;3;0;8.554;D
Nordeste;MA;Polo Munin;Axixá;2101103;0;0;0;917;D
Nordeste;MA;Polo Chapada das Mesas;Balsas;2101400;123;11;76;151.181;C
Nordeste;MA;Polo Serras Guajajara Timbira e Kanela;Barra do Corda;2101608;36;5;87;67.529;D
Nordeste;MA;Polo Lençóis Maranhenses;Barreirinhas;2101707;198;36;9.492;99.015;B
Nordeste;MA;Polo Floresta dos Guarás;Bequimão;2101905;0;0;0;5.092;D
Nordeste;MA;Polo Munin;Cachoeira Grande;2102374;0;0;0;4.567;D
Nordeste;MA;Polo Lagos e Campos Floridos;Cajapió;2102408;0;0;0;1.376;D
Nordeste;MA;Polo Lagos e Campos Floridos;Cantanhede;2102705;0;0;0;0;E
Nordeste;MA;Polo Chapada das Mesas;Carolina;2102804;23;11;353;30.905;C
Nordeste;MA;Polo Amazônia Maranhense;Carutapera;2102903;4;0;0;2.402;D
Nordeste;MA;Polo Cocais;Caxias;2103000;102;5;144;191.422;C
Nordeste;MA;Polo Amazônia Maranhense;Centro Novo do Maranhão;2103174;0;1;0;0;D
Nordeste;MA;Polo Munin;Chapadinha;2103208;15;7;212;29.857;C
Nordeste;MA;Polo Cocais;Codó;2103307;30;9;71;58.915;C
Nordeste;MA;Polo Cocais;Coelho Neto;2103406;3;0;0;39.551;D
Nordeste;MA;Polo Floresta dos Guarás;Cururupu;2103703;3;2;0;17.824;D
Nordeste;MA;Polo Chapada das Mesas;Estreito;2104057;32;4;0;4.118;D
Nordeste;MA;Polo Chapada das Mesas;Formosa da Serra Negra;2104099;0;0;63;0;D
Nordeste;MA;Polo Chapada das Mesas;Fortaleza dos Nogueiras;2104107;0;1;0;1.187;D
Nordeste;MA;Polo Serras Guajajara Timbira e Kanela;Grajaú;2104800;7;4;144;124.849;D
Nordeste;MA;Polo Floresta dos Guarás;Guimarães;2104909;0;0;0;4.161;D
Nordeste;MA;Polo Lençóis Maranhenses;Humberto de Campos;2105005;1;2;0;917;D
Nordeste;MA;Polo Munin;Icatu;2105104;0;0;0;7.432;D
Nordeste;MA;Polo Cocais;Igarapé Grande;2105203;0;0;0;5.598;D
Nordeste;MA;Polo Chapada das Mesas;Imperatriz;2105302;413;25;1.273;227.778;B
Nordeste;MA;Polo Chapada das Mesas;Itinga do Maranhão;2105427;2;2;0;3.744;D
Nordeste;MA;Polo Serras Guajajara Timbira e Kanela;Jenipapo dos Vieiras;2105476;0;0;0;0;E
Nordeste;MA;Polo Amazônia Maranhense;Luís Domingues;2106201;0;0;0;0;E
Nordeste;MA;Polo Chapada das Mesas;Montes Altos;2107001;0;0;63;0;D
Nordeste;MA;Polo Munin;Morros;2107100;57;3;227;25.029;D
Nordeste;MA;Polo Delta das Américas;Paulino Neves;2108058;0;0;0;459;D
Nordeste;MA;Polo Cocais;Pedreiras;2108207;38;7;0;26.328;C
Nordeste;MA;Polo Lagos e Campos Floridos;Penalva;2108306;0;0;0;1.834;D
Nordeste;MA;Polo Lagos e Campos Floridos;Pindaré-Mirim;2108504;0;0;0;18.188;D
Nordeste;MA;Polo Lagos e Campos Floridos;Pinheiro;2108603;29;7;186;63.026;C
Nordeste;MA;Polo Floresta dos Guarás;Porto Rico do Maranhão;2109056;0;0;0;0;E
Nordeste;MA;Polo Lençóis Maranhenses;Primeira Cruz;2109403;0;0;0;459;D
Nordeste;MA;Polo  São Luís;Raposa;2109452;3;0;199;3.551;D
Nordeste;MA;Polo Chapada das Mesas;Riachão;2109502;0;3;145;9.885;D
Nordeste;MA;Polo Munin;Rosário;2109601;7;6;0;33.998;D
Nordeste;MA;Polo Lençóis Maranhenses;Santo Amaro do Maranhão;2110278;11;7;122;0;C
Nordeste;MA;Polo Cocais;São João do Soter;2111078;0;0;0;10.601;D
Nordeste;MA;Polo  São Luís;São José de Ribamar;2111201;109;0;0;3.320;D
Nordeste;MA;Polo  São Luís;São Luís;2111300;1.310;86;23.191;1.455.665;A
Nordeste;MA;Polo Chapada das Mesas;Tasso Fragoso;2112001;0;0;0;0;E
Nordeste;MA;Polo Cocais;Timon;2112209;68;6;172;38.907;C
Nordeste;MA;Polo Delta das Américas;Tutóia;2112506;6;4;143;31.284;D
Nordeste;MA;Polo Munin;Vargem Grande;2112704;1;3;0;8.105;D
Nordeste;MA;Polo Lagos e Campos Floridos;Viana;2112803;4;2;0;79.257;D
Nordeste;PB;Vale dos Sertões;Água Branca;2500106;0;1;0;756;D
Nordeste;PB;Brejo;Alagoa Grande;2500304;2;1;0;1.215;D
Nordeste;PB;Brejo;Alagoa Nova;2500403;0;0;0;48.208;D
Nordeste;PB;Brejo;Alagoinha;2500502;0;0;0;0;E
Nordeste;PB;Vale dos Dinossauros;Aparecida;2500775;0;0;0;0;E
Nordeste;PB;Seridó e Curimataú;Araruna;2501005;0;1;0;3.721;D
Nordeste;PB;Brejo;Areia;2501104;20;4;0;14.719;D
Nordeste;PB;Cariri;Assunção;2501351;0;0;0;0;E
Nordeste;PB;Trilhas dos Potiguaras ;Baía da Traição;2501401;13;11;0;12.987;C
Nordeste;PB;Brejo;Bananeiras;2501500;45;4;0;16.135;D
Nordeste;PB;Seridó e Curimataú;Baraúna;2501534;0;0;0;0;E
Nordeste;PB;Costa das Piscinas;Bayeux;2501807;20;2;0;0;D
Nordeste;PB;Brejo;Belém;2501906;0;0;0;6.609;D
Nordeste;PB;Vale dos Sertões;Belém do Brejo do Cruz;2502003;0;0;130;0;D
Nordeste;PB;Cariri;Boa Vista;2502151;0;0;199;0;D
Nordeste;PB;Vale dos Dinossauros;Bonito de Santa Fé;2502409;0;0;0;1.513;D
Nordeste;PB;Cariri;Boqueirão;2502508;2;3;0;29.010;D
Nordeste;PB;Brejo;Borborema;2502706;0;0;0;756;D
Nordeste;PB;Vale dos Sertões;Brejo do Cruz;2502805;0;0;0;4.543;D
Nordeste;PB;Costa das Piscinas;Caaporã;2503001;6;2;0;67.792;D
Nordeste;PB;Cariri;Cabaceiras;2503100;1;3;0;4.136;D
Nordeste;PB;Costa das Piscinas;Cabedelo;2503209;12;2;75;17.550;D
Nordeste;PB;Vale dos Dinossauros;Cajazeiras;2503704;23;4;0;110.890;D
Nordeste;PB;Cariri;Camalaú;2503902;0;0;0;0;E
Nordeste;PB;Agreste ;Campina Grande;2504009;439;31;2.817;461.667;B
Nordeste;PB;Cariri;Caraúbas;2504074;0;0;0;0;E
Nordeste;PB;Costa das Piscinas;Conde;2504603;221;24;357;20.694;B
Nordeste;PB;Cariri;Congo;2504702;0;0;0;0;E
Nordeste;PB;Seridó e Curimataú;Cuité;2505105;0;0;0;50.200;D
Nordeste;PB;Brejo;Dona Inês;2505709;0;1;0;4.477;D
Nordeste;PB;Brejo;Duas Estradas;2505808;0;0;0;756;D
Nordeste;PB;Brejo;Esperança;2506004;1;1;0;23.332;D
Nordeste;PB;Agreste ;Fagundes;2506103;0;0;0;0;E
Nordeste;PB;Brejo;Guarabira;2506301;10;3;76;37.103;D
Nordeste;PB;Vale do Paraíba;Gurinhém;2506400;0;0;0;11.181;D
Nordeste;PB;Cariri;Gurjão;2506509;0;0;0;3.499;D
Nordeste;PB;Vale do Paraíba;Ingá;2506806;0;0;0;18.310;D
Nordeste;PB;Vale do Paraíba;Itabaiana;2506905;9;3;0;2.964;D
Nordeste;PB;Vale dos Sertões;Itaporanga;2507002;9;1;0;24.697;D
Nordeste;PB;Trilhas dos Potiguaras ;Itapororoca;2507101;0;0;0;2.964;D
Nordeste;PB;Costa das Piscinas;João Pessoa;2507507;1.384;116;24.798;1.988.236;A
Nordeste;PB;Vale dos Dinossauros;Joca Claudino;2513653;0;0;0;0;E
Nordeste;PB;Cariri;Juazeirinho;2507705;0;0;0;5.234;D
Nordeste;PB;Cariri;Junco do Seridó;2507804;0;0;0;19.073;D
Nordeste;PB;Vale do Paraíba;Juripiranga;2507903;0;1;0;12.604;D
Nordeste;PB;Vale dos Sertões;Juru;2508000;0;0;0;0;E
Nordeste;PB;Brejo;Lagoa de Dentro;2508208;0;0;0;4.808;D
Nordeste;PB;Vale dos Dinossauros;Lastro;2508406;0;0;0;0;E
Nordeste;PB;Cariri;Livramento;2508505;0;0;178;6.343;D
Nordeste;PB;Trilhas dos Potiguaras ;Lucena;2508604;4;4;230;10.560;D
Nordeste;PB;Trilhas dos Potiguaras ;Mamanguape;2508901;14;3;175;21.335;D
