UF;REGIAO;MUNICIPIO;CATEGORIA
SP;Águas, Cultura e Negócios;CEDRAL;D
SP;Raízes do Interior Paulista;Cesário Lange;C
SP;Serra do Itaqueri;Charqueada;D
SP;Vertente das Águas Limpas;Chavantes;D
SP;Águas Sertanejas;Colina;D
SP;Águas Sertanejas;Colômbia;D
SP;TRILHOS E TRILHAS DA BAIXAMOGIANA;Conchal;D
SP;Pólo Turístico Cuesta;Conchas;D
SP;TRILHOS E TRILHAS DA BAIXAMOGIANA;Cordeirópolis;D
SP;Serra do Itaqueri;Corumbataí;E
SP;TRILHOS E TRILHAS DA BAIXAMOGIANA;Cosmópolis;C
SP;Mananciais, Aventura e Arte;Cotia;C
SP;Caminhos da Mogiana;Cravinhos;D
SP;ENCANTOS VALE DO PARANAPANEMA;Cruzália;D
SP;Picos da Mantiqueira;Cruzeiro;C
SP;Costa da Mata Atlântica;Cubatão;C
SP;Fé;Cunha;C
SP;Região Turística Histórias e Vales;Descalvado;D
SP;Mogiana Paulista;Divinolândia;D
SP;Caminhos do Tietê;Dois Córregos;D
SP;Entre Rios;Dolcinópolis;E
SP;Centro Paulista;Dourado;D
SP;Alta Mogiana;Dumont;D
SP;ENCANTOS VALE DO PARANAPANEMA;Echaporã;D
SP;Cavernas da Mata Atlântica;Eldorado;D
SP;Bem Viver;Elias Fausto;E
SP;Mananciais, Aventura e Arte;Embu-Guaçu;D
SP;Mananciais, Aventura e Arte;Embu das Artes;C
SP;TRILHOS E TRILHAS DA BAIXAMOGIANA;Engenheiro Coelho;D
SP;Mogiana Paulista;Espírito Santo do Pinhal;D
SP;TRILHOS E TRILHAS DA BAIXAMOGIANA;Estiva Gerbi;D
SP;Verde Sudoeste Paulista;Fartura;D
SP;MARAVILHAS  DO RIO GRANDE;Fernandópolis;C
SP;Centro Paulista;Fernando Prestes;D
SP;Alto Cafezal;Fernão;E
SP;ENCANTOS VALE DO PARANAPANEMA;Florínia;D
SP;Lagos do Rio Grande;Franca;B
SP;Negócios e Cultura;Francisco Morato;D
SP;Alto Cafezal;Gália;D
SP;Alto Cafezal;Garça;C
SP;Tietê Vivo;Gastão Vidigal;D
SP;Centro Paulista;Gavião Peixoto;E
SP;Coração do Tietê;Guaiçara;D
SP;Águas Sertanejas;Guaíra;D
SP;Verde Sudoeste Paulista;Guapiara;D
SP;Lagos do Rio Grande;Guará;D
SP;Águas Sertanejas;Guaraci;D
SP;MARAVILHAS  DO RIO GRANDE;Guarani d'Oeste;E
SP;Nascentes do Tietê;Guararema;C
SP;Fé;Guaratinguetá;C
SP;Alta Mogiana;Guariba;D
SP;Costa da Mata Atlântica;Guarujá;A
SP;Nascentes do Tietê;Guarulhos;B
SP;Caminhos da Mogiana;Guatapará;D
SP;Águas e Flores Paulista;Holambra;C
SP;Bem Viver;Hortolândia;C
SP;Caminhos do Tietê;Iacanga;D
SP;Águas, Cultura e Negócios;Ibirá;D
SP;ENCANTOS VALE DO PARANAPANEMA;Ibirarema;D
SP;Caminhos do Tietê;Ibitinga;C
SP;Mananciais, Aventura e Arte;Ibiúna;C
SP;Águas, Cultura e Negócios;Icém;D
SP;Pontal Paulista;Iepê;D
SP;Caminhos do Tietê;Igaraçu do Tietê;D
SP;Alta Mogiana;Igarapava;D
SP;Lagamar;Iguape;C
SP;Litoral Norte de São Paulo;Ilhabela;B
SP;Lagamar;Ilha Comprida;C
SP;Tietê Vivo;Ilha Solteira;C
SP;Circuito das Frutas;Indaiatuba;B
SP;MARAVILHAS  DO RIO GRANDE;Indiaporã;E
SP;Vertente das Águas Limpas;Ipaussu;D
SP;História & Aventuras;Iperó;D
SP;Serra do Itaqueri;Ipeúna;D
SP;Águas, Cultura e Negócios;Ipiguá;D
SP;Cavernas da Mata Atlântica;Iporanga;C
SP;Coração do Tietê;Irapuã;E
SP;Verde Sudoeste Paulista;Itaí;D
SP;Águas, Cultura e Negócios;Itajobi;D
SP;Costa da Mata Atlântica;Itanhaém;B
SP;Cavernas da Mata Atlântica;Itaóca;D
SP;Mananciais, Aventura e Arte;Itapecerica da Serra;C
SP;Roteiro Fogão e Viola;Itapetininga;C
SP;Negócios e Cultura;Itapevi;C
SP;TRILHOS E TRILHAS DA BAIXAMOGIANA;Itapira;C
SP;Cavernas da Mata Atlântica;Itapirapuã Paulista;D
SP;Centro Paulista;Itápolis;D
SP;Verde Sudoeste Paulista;Itaporanga;D
SP;Caminhos do Tietê;Itapuí;D
SP;Tietê Vivo;Itapura;D
SP;Nascentes do Tietê;Itaquaquecetuba;C
SP;Verde Sudoeste Paulista;Itararé;D
SP;Caminhos da Mata Atlântica;Itariri;D
SP;Circuito das Frutas;Itatiba;C
SP;Pólo Turístico Cuesta;Itatinga;D
SP;Serra do Itaqueri;Itirapina;D
SP;VALES DO RIO PARDO;Itobi;D
SP;Roteiro dos Bandeirantes;Itu;B
SP;Circuito das Frutas;Itupeva;C
SP;Lagos do Rio Grande;Ituverava;D
SP;Alta Mogiana;Jaboticabal;C
SP;Rios do Vale;Jacareí;C
SP;Cavernas da Mata Atlântica;Jacupiranga;D
SP;Águas e Flores Paulista;Jaguariúna;C
SP;Entre Rios;Jales;C
SP;Rios do Vale;Jambeiro;E
SP;Negócios e Cultura;Jandira;D
SP;Alta Mogiana;Jardinópolis;D
SP;Circuito das Frutas;Jarinu;C
SP;Caminhos do Tietê;Jaú;C
SP;Entre Serras e Águas;Joanópolis;C
SP;Águas, Cultura e Negócios;José Bonifácio;D
SP;Alto Cafezal;Júlio Mesquita;E
SP;Raízes do Interior Paulista;Jumirim;D
SP;Circuito das Frutas;Jundiaí;B
SP;Caminhos da Mata Atlântica;Juquiá;D
SP;Mananciais, Aventura e Arte;Juquitiba;D
SP;Rios do Vale;Lagoinha;D
SP;Raízes do Interior Paulista;Laranjal Paulista;D
SP;Picos da Mantiqueira;Lavrinhas;E
SP;Região Turística Histórias e Vales;Leme;C
SP;Coração Paulista;Lençóis Paulista;D
SP;Serra do Itaqueri;Limeira;C
SP;Águas e Flores Paulista;Lindóia;D
SP;Coração do Tietê;Lins;C
SP;Fé;Lorena;C
SP;Tietê Vivo;Lourdes;E
SP;Circuito das Frutas;Louveira;D
SP;Águas do Oeste;Lucélia;D
SP;Alta Mogiana;Luís Antônio;D
SP;ENCANTOS VALE DO PARANAPANEMA;Lutécia;E
SP;Coração Paulista;Macatuba;D
SP;História & Aventuras;Mairinque;D
SP;Entre Serras e Águas;Mairiporã;C
SP;ENCANTOS VALE DO PARANAPANEMA;Maracaí;D
SP;Alto Cafezal;Marília;B
SP;Sol do Oeste;Martinópolis;D
SP;Centro Paulista;Matão;C
SP;Coração do Tietê;Mendonça;E
SP;MARAVILHAS  DO RIO GRANDE;Meridiano;E
SP;Lagos do Rio Grande;Miguelópolis;C
SP;Caminhos do Tietê;Mineiros do Tietê;D
SP;Caminhos da Mata Atlântica;Miracatu;D
SP;MARAVILHAS  DO RIO GRANDE;Mira Estrela;D
SP;Pontal Paulista;Mirante do Paranapanema;D
SP;VALES DO RIO PARDO;Mococa;D
SP;Nascentes do Tietê;Mogi das Cruzes;B
SP;TRILHOS E TRILHAS DA BAIXAMOGIANA;Mogi Guaçu;C
SP;TRILHOS E TRILHAS DA BAIXAMOGIANA;Moji Mirim;C
SP;Costa da Mata Atlântica;Mongaguá;B
SP;Águas e Flores Paulista;Monte Alegre do Sul;C
SP;Caminhos da Mogiana;Monte Alto;D
SP;Águas, Cultura e Negócios;Monte Aprazível;D
SP;MANTIQUEIRA PAULISTA;Monteiro Lobato;D
SP;Circuito das Frutas;Morungaba;D
SP;Rios do Vale;Natividade da Serra;D
SP;Águas, Cultura e Negócios;Nova Aliança;E
SP;Centro Paulista;Nova Europa;D
SP;Águas, Cultura e Negócios;Nova Granada;D
SP;Coração do Tietê;Novo Horizonte;D
SP;Lagos do Rio Grande;Nuporanga;D
SP;Águas Sertanejas;Olímpia;B
SP;Grandes Lagos;Orindiúva;D
SP;Lagos do Rio Grande;Orlândia;D
SP;Negócios e Cultura;Osasco;B
SP;ENCANTOS VALE DO PARANAPANEMA;Oscar Bressane;D
SP;Vertente das Águas Limpas;Ourinhos;C
SP;MARAVILHAS  DO RIO GRANDE;Ouroeste;D
SP;ENCANTOS VALE DO PARANAPANEMA;Palmital;D
SP;Águas do Oeste;Panorama;C
SP;Circuito do Interior;Paraguaçu Paulista;C
SP;Rios do Vale;Paraibuna;D
SP;Pólo Turístico Cuesta;Paranapanema;D
SP;Pólo Turístico Cuesta;Pardinho;E
SP;Lagamar;Pariquera-Açu;D
SP;Lagos do Rio Grande;Patrocínio Paulista;D
SP;Águas do Oeste;Paulicéia;D
SP;TRILHOS E TRILHAS DA BAIXAMOGIANA;Paulínia;C
SP;Coração Paulista;Pederneiras;D
SP;Entre Serras e Águas;Pedra Bela;D
SP;MARAVILHAS  DO RIO GRANDE;Pedranópolis;E
SP;Lagos do Rio Grande;Pedregulho;D
SP;Águas e Flores Paulista;Pedreira;D
SP;ENCANTOS VALE DO PARANAPANEMA;Pedrinhas Paulista;D
SP;Lagamar;Pedro de Toledo;D
SP;Tietê Vivo;Pereira Barreto;C
SP;Raízes do Interior Paulista;Pereiras;D
SP;Costa da Mata Atlântica;Peruíbe;B
SP;Altos de Paranapiacaba;Piedade;C
SP;Altos de Paranapiacaba;Pilar do Sul;D
SP;MANTIQUEIRA PAULISTA;Pindamonhangaba;C
SP;Águas, Cultura e Negócios;Pindorama;D
SP;Entre Serras e Águas;Pinhalzinho;D
SP;Fé;Piquete;D
SP;Entre Serras e Águas;Piracaia;D
SP;Serra do Itaqueri;Piracicaba;B
SP;Verde Sudoeste Paulista;Piraju;C
SP;Coração Paulista;Pirajuí;D
SP;Águas Sertanejas;Pirangi;D
SP;Roteiro dos Bandeirantes;Pirapora do Bom Jesus;E
SP;Pontal Paulista;Pirapozinho;D
SP;Região Turística Histórias e Vales;Pirassununga;C
SP;Coração Paulista;Piratininga;D
SP;Caminhos da Mogiana;PITANGUEIRAS;D
SP;ENCANTOS VALE DO PARANAPANEMA;Platina;D
SP;Nascentes do Tietê;Poá;D
SP;Circuito do Interior;Pompéia;D
SP;Coração do Tietê;Pongaí;D
SP;Caminhos da Mogiana;Pontal;D
SP;MARAVILHAS  DO RIO GRANDE;Populina;E
SP;Raízes do Interior Paulista;Porangaba;D
SP;Roteiro dos Bandeirantes;Porto Feliz;C
SP;Região Turística Histórias e Vales;Porto Ferreira;D
SP;Fé;Potim;E
SP;Águas, Cultura e Negócios;Potirendaba;D
SP;Caminhos da Mogiana;Pradópolis;E
SP;Costa da Mata Atlântica;Praia Grande;A
SP;Pólo Turístico Cuesta;Pratânia;E
SP;Sol do Oeste;Presidente Epitácio;C
SP;Sol do Oeste;Presidente Prudente;B
SP;Coração do Tietê;Promissão;D
SP;Raízes do Interior Paulista;Quadra;E
SP;Circuito do Interior;Quatá;D
SP;VALE HISTÓRICO;Queluz;D
SP;Sol do Oeste;Rancharia;D
SP;Rios do Vale;Redenção da Serra;D
SP;Coração Paulista;Reginópolis;D
SP;Caminhos da Mata Atlântica;Registro;C
SP;Cavernas da Mata Atlântica;Ribeira;D
SP;ENCANTOS VALE DO PARANAPANEMA;Ribeirão do Sul;E
SP;Cavernas da Mata Atlântica;Ribeirão Grande;D
SP;ABCTUR;Ribeirão Pires;C
SP;Alta Mogiana;Ribeirão Preto;A
SP;Lagos do Rio Grande;Rifaina;D
SP;Serra do Itaqueri;RIO CLARO;C
SP;ABCTUR;Rio Grande da Serra;D
SP;MARAVILHAS  DO RIO GRANDE;Riolândia;D
SP;Pontal Paulista;Rosana;C
SP;Fé;Roseira;D
SP;Entre Rios;Rubinéia;D
SP;Coração do Tietê;Sabino;D
SP;Coração do Tietê;Sales;D
SP;Lagos do Rio Grande;Sales Oliveira;D
SP;Nascentes do Tietê;Salesópolis;D
SP;Águas do Oeste;Salmourão;E
SP;Roteiro dos Bandeirantes;Salto;C
SP;Vertente das Águas Limpas;Salto Grande;D
SP;Águas, Cultura e Negócios;Santa Adélia;D
SP;Bem Viver;Santa Bárbara d'Oeste;C
SP;Rios do Vale;Santa Branca;D
SP;Entre Rios;Santa Clara d'Oeste;D
SP;Região Turística Histórias e Vales;Santa Cruz da Conceição;E
SP;Alta Mogiana;Santa Cruz da Esperança;E
SP;Região Turística Histórias e Vales;Santa Cruz das Palmeiras;D
SP;Vertente das Águas Limpas;Santa Cruz do Rio Pardo;D
SP;Entre Rios;Santa Fé do Sul;C
SP;TRILHOS E TRILHAS DA BAIXAMOGIANA;Santa Gertrudes;D
SP;Nascentes do Tietê;Santa Isabel;D
SP;Serra do Itaqueri;Santa Maria da Serra;D
SP;Roteiro dos Bandeirantes;Santana de Parnaíba;D
SP;Entre Rios;Santa Rita d'Oeste;E
SP;Região Turística Histórias e Vales;Santa Rita do Passa Quatro;D
SP;Caminhos da Mogiana;Santa Rosa de Viterbo;D
SP;ABCTUR;Santo André;B
SP;Lagos do Rio Grande;Santo Antônio da Alegria;E
SP;TRILHOS E TRILHAS DA BAIXAMOGIANA;Santo Antônio de Posse;D
SP;Tietê Vivo;Santo Antônio do Aracanguá;D
SP;MANTIQUEIRA PAULISTA;Santo Antônio do Pinhal;C
SP;Sol do Oeste;Santo Expedito;E
SP;Costa da Mata Atlântica;Santos;A
SP;MANTIQUEIRA PAULISTA;São Bento do Sapucaí;C
SP;ABCTUR;São Bernardo do Campo;B
SP;ABCTUR;São Caetano do Sul;C
SP;Região Turística Histórias e Vales;SÃO CARLOS;B
SP;Mogiana Paulista;São João da Boa Vista;C
SP;Lagos do Rio Grande;São José da Bela Vista;D
SP;VALE HISTÓRICO;São José do Barreiro;D
SP;VALES DO RIO PARDO;São José do Rio Pardo;C
SP;Águas, Cultura e Negócios;São José do Rio Preto;B
SP;MANTIQUEIRA PAULISTA;São José dos Campos;B
SP;Mananciais, Aventura e Arte;São Lourenço da Serra;D
SP;Rios do Vale;São Luís do Paraitinga;C
SP;Pólo Turístico Cuesta;São Manuel;D
SP;Altos de Paranapiacaba;São Miguel Arcanjo;D
SP;CAPITAL;São Paulo;A
SP;Serra do Itaqueri;São Pedro;C
SP;Vertente das Águas Limpas;São Pedro do Turvo;E
SP;Roteiro dos Bandeirantes;São Roque;C
SP;Litoral Norte de São Paulo;São Sebastião;A
SP;Mogiana Paulista;São Sebastião da Grama;D
SP;Alta Mogiana;São Simão;D
SP;Costa da Mata Atlântica;São Vicente;B
SP;Roteiro Fogão e Viola;Sarapuí;E
SP;Caminhos da Mogiana;Serra Azul;E
SP;Caminhos da Mogiana;Serrana;D
SP;Águas e Flores Paulista;Serra Negra;B
SP;Caminhos da Mogiana;Sertãozinho;C
SP;Caminhos da Mata Atlântica;Sete Barras;E
SP;VALE HISTÓRICO;Silveiras;D
SP;Águas e Flores Paulista;Socorro;B
SP;História & Aventuras;Sorocaba;B
SP;Tietê Vivo;Sud Mennucci;D
SP;Bem Viver;Sumaré;C
SP;Tietê Vivo;Suzanápolis;D
SP;Nascentes do Tietê;Suzano;C
SP;Águas Sertanejas;Tabapuã;E
SP;Centro Paulista;TABATINGA;D
SP;Mananciais, Aventura e Arte;Taboão da Serra;D
SP;Pontal Paulista;Taciba;E
SP;Águas Sertanejas;Taiaçu;E
SP;Região Turística Histórias e Vales;Tambaú;D
SP;Altos de Paranapiacaba;Tapiraí;D
SP;VALES DO RIO PARDO;Tapiratiba;D
SP;Centro Paulista;Taquaritinga;D
SP;Verde Sudoeste Paulista;Taquarituba;D
SP;ENCANTOS VALE DO PARANAPANEMA;Tarumã;D
SP;Raízes do Interior Paulista;Tatuí;C
SP;Rios do Vale;Taubaté;B
SP;Pontal Paulista;Teodoro Sampaio;D
SP;Vertente das Águas Limpas;Timburi;E
SP;Serra do Itaqueri;Torrinha;D
SP;Centro Paulista;Trabiju;E
SP;Rios do Vale;Tremembé;D
SP;Entre Rios;Três Fronteiras;D
SP;Circuito do Interior;Tupã;C
SP;Águas, Cultura e Negócios;Ubarana;D
SP;Litoral Norte de São Paulo;Ubatuba;A
SP;Águas, Cultura e Negócios;Uchoa;D
SP;Coração do Tietê;Uru;E
SP;Águas, Cultura e Negócios;Urupês;E
SP;Grandes Lagos;Valentim Gentil;D
SP;Circuito das Frutas;Valinhos;C
SP;Mogiana Paulista;Vargem Grande do Sul;D
SP;Mananciais, Aventura e Arte;Vargem Grande Paulista;D
SP;Circuito das Frutas;Vinhedo;C
SP;Águas Sertanejas;Viradouro;D
SP;Águas Sertanejas;Vista Alegre do Alto;E
SP;História & Aventuras;Votorantim;D
SP;MARAVILHAS  DO RIO GRANDE;Votuporanga;C
TO;Serras Gerais;Almas;D
TO;Bico do Papagaio;Ananás;D
TO;Lagos e Praias do Cantão;Araguacema;D
TO;Vale dos Grandes Rios;Araguaína;B
TO;Vale dos Grandes Rios;Araguanã;D
TO;Bico do Papagaio;Araguatins;D
TO;Serras Gerais;Arraias;D
TO;Serras Gerais;Aurora do Tocantins;E
TO;Serras e Lago;Brejinho de Nazaré;D
TO;Lagos e Praias do Cantão;Caseara;D
TO;Serras Gerais;Dianópolis;C
TO;Vale dos Grandes Rios;Filadélfia;D
TO;Ilha do Bananal;Formoso do Araguaia;D
TO;Vale dos Grandes Rios;Guaraí;C
TO;Ilha do Bananal;Gurupi;C
TO;Vale dos Grandes Rios;Itacajá;D
TO;Bico do Papagaio;Itaguatins;D
TO;Ilha do Bananal;Lagoa da Confusão;D
TO;Serras e Lago;Lajeado;E
TO;Encantos do Jalapao;Mateiros;D
TO;Serras e Lago;Monte do Carmo;D
TO;Serras Gerais;Natividade;D
TO;Encantos do Jalapao;Novo Acordo;E
TO;Serras e Lago;Palmas;A
TO;Serras e Lago;Paraíso do Tocantins;C
TO;Serras Gerais;Paranã;D
TO;Vale dos Grandes Rios;Pau D'Arco;E
TO;Vale dos Grandes Rios;Pedro Afonso;C
TO;Ilha do Bananal;Peixe;D
TO;Lagos e Praias do Cantão;Pium;D
TO;Encantos do Jalapao;Ponte Alta do Tocantins;D
TO;Serras e Lago;Porto Nacional;C
TO;Bico do Papagaio;Praia Norte;D
TO;Serras Gerais;Rio da Conceição;E
TO;Bico do Papagaio;Sampaio;D
TO;Encantos do Jalapao;São Félix do Tocantins;D
TO;Bico do Papagaio;São Sebastião do Tocantins;E
TO;Serras Gerais;Taguatinga;D
TO;Bico do Papagaio;Tocantinópolis;D
TO;Vale dos Grandes Rios;Xambioá;D
