UF;REGIAO;MUNICIPIO;CATEGORIA
MT;Região Turística Vale do Araguaia;Canabrava do Norte;D
MT;Região Turística Portal do Araguaia;Canarana;C
MT;Região Turística Amazônia Mato-Grossense;Carlinda;D
MT;Região Turística Circuito das Águas;Chapada dos Guimarães;C
MT;Região Turística Portal do Agronegócio;Cláudia;D
MT;Região Turística Portal do Araguaia;Cocalinho;D
MT;Região Turística Portal da Amazônia;Colíder;C
MT;Região Turística Vale do Guaporé;Comodoro;D
MT;Região Turística Vale do Araguaia;Confresa;D
MT;Região Turística Vale do Guaporé;Conquista D'Oeste;D
MT;Região Turística Metropolitana;Cuiabá;A
MT;Região Turística Vale do Cabaçal;Curvelândia;D
MT;Região Turística Circuito das Águas;Diamantino;D
MT;Região Turística Vale do São Lourenço;Dom Aquino;D
MT;Região Turística Vale do Guaporé;Figueirópolis D'Oeste;D
MT;Região Turística Portal do Araguaia;Gaúcha do Norte;D
MT;Região Turística Portal da Amazônia;Guarantã do Norte;C
MT;Região Turística Domo de Araguainha;Guiratinga;D
MT;Região Turística Portal da Amazônia;Itaúba;D
MT;Região Turística Rota dos Ipês e das Águas;Itiquira;D
MT;Região Turística Vale do São Lourenço;Jaciara;C
MT;Região Turística Circuito das Águas;Jangada;D
MT;Região Turística Vale do Guaporé;Jauru;E
MT;Região Turística Vale do Arinos;Juara;D
MT;Região Turística Vale do Juruena;Juína;C
MT;Região Turística Vale do Juruena;Juruena;D
MT;Região Turística Vale do São Lourenço;Juscimeira;D
MT;Região Turística Vale do Cabaçal;Lambari D'Oeste;D
MT;Região Turística Portal do Agronegócio;Lucas do Rio Verde;C
MT;Região Turística Vale do Araguaia;Luciara;D
MT;Região Turística Portal da Amazônia;Matupá;D
MT;Região Turística Vale do Cabaçal;Mirassol d'Oeste;D
MT;Região Turística Circuito das Águas;Nobres;D
MT;Região Turística Circuito das Águas;Nortelândia;D
MT;Região Turística  Pantanal Mato-Grossense;Nossa Senhora do Livramento;E
MT;Região Turística Amazônia Mato-Grossense;Nova Bandeirantes;D
MT;Região Turística Circuito das Águas;Nova Brasilândia;E
MT;Região Turística Portal da Amazônia;Nova Canaã do Norte;D
MT;Região Turística Vale do Guaporé;Nova Lacerda;D
MT;Região Turística Portal do Agronegócio;Nova Mutum;C
MT;Região Turística Portal da Amazônia;Nova Santa Helena;D
MT;Região Turística Portal do Agronegócio;Nova Ubiratã;D
MT;Região Turística Portal do Araguaia;Nova Xavantina;C
MT;Região Turística Vale do Arinos;Novo Horizonte do Norte;E
MT;Região Turística Portal do Araguaia;Novo São Joaquim;D
MT;Região Turística Amazônia Mato-Grossense;Paranaíta;D
MT;Região Turística Rota dos Ipês e das Águas;Paranatinga;D
MT;Região Turística Rota dos Ipês e das Águas;Pedra Preta;D
MT;Região Turística Portal da Amazônia;Peixoto de Azevedo;D
MT;Região Turística  Pantanal Mato-Grossense;Poconé;C
MT;Região Turística Portal do Araguaia;Pontal do Araguaia;E
MT;Região Turística Domo de Araguainha;Ponte Branca;D
MT;Região Turística Vale do Guaporé;Pontes e Lacerda;C
MT;Região Turística Vale do Arinos;Porto dos Gaúchos;D
MT;Região Turística das Nascentes;Porto Estrela;D
MT;Região Turística Rota dos Ipês e das Águas;Poxoréo;D
MT;Região Turística Rota dos Ipês e das Águas;Primavera do Leste;C
MT;Região Turística Vale do Cabaçal;Reserva do Cabaçal;D
MT;Região Turística Portal do Araguaia;Ribeirão Cascalheira;D
MT;Região Turística Vale do Cabaçal;Rio Branco;D
MT;Região Turística Rota dos Ipês e das Águas;Rondonópolis;B
MT;Região Turística Circuito das Águas;Rosário Oeste;D
MT;Região Turística Vale do Cabaçal;Salto do Céu;D
MT;Região Turística Vale do Araguaia;Santa Terezinha;D
MT;Região Turística  Pantanal Mato-Grossense;Santo Antônio do Leverger;D
MT;Região Turística Vale do Araguaia;São Félix do Araguaia;D
MT;Região Turística Circuito das Águas;São José do Rio Claro;D
MT;Região Turística Vale do Cabaçal;São José dos Quatro Marcos;D
MT;Região Turística Vale do São Lourenço;São Pedro da Cipa;E
MT;Região Turística das Nascentes;Sapezal;C
MT;Região Turística Portal do Agronegócio;Sinop;B
MT;Região Turística Portal do Agronegócio;Sorriso;C
MT;Região Turística Vale do Arinos;Tabaporã;D
MT;Região Turística das Nascentes;Tangará da Serra;C
MT;Região Turística Portal do Agronegócio;Tapurah;D
MT;Região Turística Domo de Araguainha;Tesouro;D
MT;Região Turística Domo de Araguainha;Torixoréu;D
MT;Região Turística Metropolitana;Várzea Grande;B
MT;Região Turística Vale do Guaporé;Vila Bela da Santíssima Trindade;D
PA;Araguaia-Tocantins;Abaetetuba;D
PA;Amazônia Atlântica;Abel Figueiredo;E
PA;Araguaia-Tocantins;Acará;D
PA;Marajó;Afuá;D
PA;Araguaia-Tocantins;Água Azul do Norte;D
PA;Tapajós;Alenquer;D
PA;Tapajós;Almeirim;D
PA;Xingu;Altamira;B
PA;Marajó;Anajás;D
PA;Belém;Ananindeua;C
PA;Xingu;Anapu;D
PA;Amazônia Atlântica;Augusto Corrêa;E
PA;Tapajós;Aveiro;E
PA;Marajó;Bagre;D
PA;Araguaia-Tocantins;Baião;E
PA;Araguaia-Tocantins;Barcarena;C
PA;Belém;Belém;A
PA;Tapajós;Belterra;D
PA;Belém;Benevides;D
PA;Araguaia-Tocantins;Bom Jesus do Tocantins;E
PA;Amazônia Atlântica;Bragança;C
PA;Xingu;Brasil Novo;E
PA;Araguaia-Tocantins;Brejo Grande do Araguaia;D
PA;Araguaia-Tocantins;Breu Branco;D
PA;Marajó;Breves;D
PA;Amazônia Atlântica;Bujaru;D
PA;Marajó;Cachoeira do Arari;E
PA;Araguaia-Tocantins;Cametá;C
PA;Araguaia-Tocantins;Canaã dos Carajás;C
PA;Amazônia Atlântica;CAPANEMA;D
PA;Amazônia Atlântica;Capitão Poço;D
PA;Amazônia Atlântica;Castanhal;C
PA;Marajó;Chaves;E
PA;Amazônia Atlântica;Colares;D
PA;Araguaia-Tocantins;Conceição do Araguaia;C
PA;Araguaia-Tocantins;Cumaru do Norte;D
PA;Marajó;Curralinho;D
PA;Tapajós;Curuá;D
PA;Amazônia Atlântica;Curuçá;D
PA;Amazônia Atlântica;Dom Eliseu;D
PA;Araguaia-Tocantins;Eldorado dos Carajás;D
PA;Tapajós;Faro;E
PA;Araguaia-Tocantins;Floresta do Araguaia;D
PA;Amazônia Atlântica;Garrafão do Norte;D
PA;Araguaia-Tocantins;Goianésia do Pará;D
PA;Marajó;Gurupá;D
PA;Amazônia Atlântica;Igarapé-Açu;D
PA;Amazônia Atlântica;Ipixuna do Pará;D
PA;Amazônia Atlântica;Irituia;D
PA;Tapajós;Itaituba;C
PA;Araguaia-Tocantins;Itupiranga;D
PA;Tapajós;Jacareacanga;D
PA;Araguaia-Tocantins;Jacundá;D
PA;Tapajós;Juruti;D
PA;Araguaia-Tocantins;Limoeiro do Ajuru;D
PA;Amazônia Atlântica;Mãe do Rio;D
PA;Amazônia Atlântica;Magalhães Barata;D
PA;Araguaia-Tocantins;Marabá;B
PA;Amazônia Atlântica;Maracanã;D
PA;Amazônia Atlântica;Marapanim;C
PA;Belém;Marituba;D
PA;Xingu;Medicilândia;D
PA;Marajó;Melgaço;E
PA;Araguaia-Tocantins;Mocajuba;D
PA;Araguaia-Tocantins;Moju;D
PA;Tapajós;Mojuí dos Campos;E
PA;Tapajós;Monte Alegre;D
PA;Marajó;Muaná;D
PA;Amazônia Atlântica;Nova Esperança do Piriá;D
PA;Araguaia-Tocantins;Nova Ipixuna;E
PA;Amazônia Atlântica;Nova Timboteua;D
PA;Tapajós;Novo Progresso;C
PA;Araguaia-Tocantins;Novo Repartimento;C
PA;Tapajós;Óbidos;D
PA;Araguaia-Tocantins;Oeiras do Pará;D
PA;Tapajós;Oriximiná;C
PA;Amazônia Atlântica;Ourém;D
PA;Araguaia-Tocantins;Ourilândia do Norte;C
PA;Xingu;Pacajá;D
PA;Araguaia-Tocantins;Palestina do Pará;E
PA;Amazônia Atlântica;Paragominas;C
PA;Araguaia-Tocantins;Parauapebas;B
PA;Amazônia Atlântica;Peixe-Boi;D
PA;Araguaia-Tocantins;Piçarra;D
PA;Xingu;Placas;E
PA;Marajó;Ponta de Pedras;D
PA;Marajó;Portel;D
PA;Xingu;Porto de Moz;D
PA;Tapajós;Prainha;D
PA;Amazônia Atlântica;Primavera;D
PA;Amazônia Atlântica;Quatipuru;E
PA;Araguaia-Tocantins;REDENÇÃO;C
PA;Araguaia-Tocantins;Rio Maria;D
PA;Tapajós;Rurópolis;D
PA;Amazônia Atlântica;Salinópolis;B
PA;Marajó;Salvaterra;D
PA;Belém;Santa Bárbara do Pará;D
PA;Marajó;Santa Cruz do Arari;D
PA;Amazônia Atlântica;Santa Izabel do Pará;D
PA;Amazônia Atlântica;Santa Luzia do Pará;D
PA;Araguaia-Tocantins;Santa Maria das Barreiras;D
PA;Amazônia Atlântica;Santa Maria do Pará;D
PA;Araguaia-Tocantins;Santana do Araguaia;D
PA;Tapajós;Santarém;B
PA;Amazônia Atlântica;Santarém Novo;E
PA;Amazônia Atlântica;São Caetano de Odivelas;D
PA;Araguaia-Tocantins;São Domingos do Araguaia;E
PA;Amazônia Atlântica;São Domingos do Capim;D
PA;Araguaia-Tocantins;São Félix do Xingu;C
PA;Amazônia Atlântica;São Francisco do Pará;D
PA;Araguaia-Tocantins;São Geraldo do Araguaia;D
PA;Amazônia Atlântica;São João de Pirabas;D
PA;Amazônia Atlântica;São Miguel do Guamá;D
PA;Marajó;São Sebastião da Boa Vista;D
PA;Xingu;Senador José Porfírio;E
PA;Marajó;Soure;D
PA;Araguaia-Tocantins;Tailândia;D
PA;Amazônia Atlântica;Terra Alta;D
PA;Tapajós;Terra Santa;D
PA;Amazônia Atlântica;Tomé-Açu;D
PA;Amazônia Atlântica;Tracuateua;D
PA;Tapajós;Trairão;E
PA;Araguaia-Tocantins;Tucumã;C
PA;Araguaia-Tocantins;Tucuruí;C
PA;Amazônia Atlântica;Ulianópolis;D
PA;Xingu;Uruará;D
PA;Amazônia Atlântica;Vigia;D
PA;Xingu;Vitória do Xingu;D
PA;Araguaia-Tocantins;Xinguara;C
PB;Vale dos Sertões;ÁGUA BRANCA;E
PB;Brejo;Alagoa Grande;D
PB;Brejo;Alagoa Nova;D
PB;Brejo;Alagoinha;E
PB;Vale dos Dinossauros;Aparecida;E
PB;Seridó e Curimataú;Araruna;D
PB;Brejo;Areia;D
PB;Cariri;Assunção;E
PB;Trilhas dos Potiguaras ;Baía da Traição;D
PB;Brejo;Bananeiras;D
PB;Seridó e Curimataú;Baraúna;E
PB;Costa das Piscinas;Bayeux;D
PB;Brejo;Belém;D
PB;Vale dos Sertões;Belém do Brejo do Cruz;E
PB;Cariri;BOA VISTA;E
PB;Vale dos Dinossauros;Bonito de Santa Fé;D
PB;Cariri;Boqueirão;D
PB;Brejo;BORBOREMA;E
PB;Vale dos Sertões;Brejo do Cruz;D
PB;Costa das Piscinas;Caaporã;D
PB;Cariri;Cabaceiras;D
PB;Costa das Piscinas;Cabedelo;C
PB;Vale dos Dinossauros;Cajazeiras;C
PB;Cariri;Camalaú;E
PB;Agreste ;Campina Grande;B
PB;Cariri;CARAÚBAS;E
PB;Costa das Piscinas;Conde;C
PB;Cariri;Congo;E
PB;Seridó e Curimataú;Cuité;D
PB;Brejo;Dona Inês;D
PB;Brejo;Duas Estradas;E
PB;Brejo;Esperança;D
PB;Agreste ;Fagundes;E
PB;Brejo;Guarabira;D
PB;Vale do Paraíba;Gurinhém;D
PB;Cariri;Gurjão;D
PB;Vale do Paraíba;Ingá;D
PB;Vale do Paraíba;ITABAIANA;D
PB;Vale dos Sertões;Itaporanga;D
PB;Trilhas dos Potiguaras ;Itapororoca;D
PB;Costa das Piscinas;João Pessoa;A
PB;Vale dos Dinossauros;Joca Claudino;E
PB;Cariri;Juazeirinho;D
PB;Cariri;Junco do Seridó;D
PB;Vale do Paraíba;Juripiranga;D
PB;Vale dos Sertões;Juru;E
PB;Brejo;Lagoa de Dentro;D
PB;Vale dos Dinossauros;Lastro;E
PB;Cariri;Livramento;D
PB;Trilhas dos Potiguaras ;Lucena;D
PB;Trilhas dos Potiguaras ;Mamanguape;D
PB;Trilhas dos Potiguaras ;Marcação;E
PB;Trilhas dos Potiguaras ;Mataraca;D
PB;Brejo;Matinhas;E
PB;Vale dos Sertões;Maturéia;D
PB;Vale do Paraíba;Mogeiro;D
PB;Vale dos Dinossauros;Monte Horebe;E
PB;Cariri;Monteiro;D
PB;Vale do Paraíba;Natuba;E
PB;Cariri;Olivedos;E
PB;Vale dos Sertões;Patos;C
PB;Vale do Paraíba;PILAR;D
PB;Brejo;Pilões;E
PB;Brejo;Pilõezinhos;E
PB;Brejo;Pirpirituba;D
PB;Costa das Piscinas;Pitimbu;D
PB;Cariri;Pocinhos;D
PB;Vale dos Dinossauros;Poço de José de Moura;E
PB;Vale dos Sertões;Pombal;C
PB;Cariri;Prata;D
PB;Vale dos Sertões;Princesa Isabel;D
PB;Cariri;Queimadas;D
PB;Brejo;Remígio;D
PB;Cariri;Riacho de Santo Antônio;E
PB;Trilhas dos Potiguaras ;Rio Tinto;D
PB;Cariri;Salgadinho;E
PB;Vale do Paraíba;Salgado de São Félix;E
PB;Cariri;Santa Cecília;E
PB;Vale dos Dinossauros;Santa Helena;E
PB;Vale dos Sertões;SANTA LUZIA;D
PB;Vale dos Sertões;Santana dos Garrotes;E
PB;Trilhas dos Potiguaras ;Santa Rita;D
PB;Cariri;SANTO ANDRÉ;D
PB;Vale dos Sertões;São Bento;D
PB;Vale dos Dinossauros;São João do Rio do Peixe;D
PB;Cariri;São João do Tigre;D
PB;Vale dos Sertões;São José de Espinharas;E
PB;Cariri;São José dos Cordeiros;D
PB;Vale dos Sertões;São Mamede;D
PB;Brejo;Serra da Raiz;E
PB;Brejo;Serraria;D
PB;Brejo;Solânea;D
PB;Cariri;SOLEDADE;D
PB;Vale dos Dinossauros;Sousa;D
PB;Cariri;TAPEROÁ;D
PB;Vale dos Sertões;TAVARES;E
PB;Vale dos Sertões;Teixeira;D
PB;Cariri;Tenório;E
PB;Vale dos Dinossauros;Uiraúna;D
PB;Vale do Paraíba;Umbuzeiro;D
PB;Cariri;Zabelê;E
PE;COSTA NÁUTICA COROA DO AVIÃO;Abreu e Lima;D
PE;TERRITÓRIO DA POESIA E DA CANTORIA;Afogados da Ingazeira;C
PE;ENCANTOS DO AGRESTE;Agrestina;D
PE;FÉ E ARTE;Águas Belas;D
PE;ENGENHOS E MARACATUS;Aliança;D
PE;ENCANTOS DO AGRESTE;Altinho;D
PE;CHAPADA DO ARARIPE;Araripina;D
PE;FÉ E ARTE;Arcoverde;C
PE;SERRAS E ARTES DE PERNAMBUCO;Barra de Guabiraba;E
PE;HISTÓRICA, DOS ARRECIFES E MANGUEZAIS;Barreiros;D
PE;ILHAS E LAGOS DO SÃO FRANCISCO;Belém do São Francisco;D
PE;FÉ E ARTE;Belo Jardim;C
PE;SERRAS E ARTES DE PERNAMBUCO;Bezerros;C
PE;CHAPADA DO ARARIPE;Bodocó;D
PE;FÉ E ARTE;Bom Conselho;D
PE;Teares, Bordados e Raizes Musicais;Bom Jardim;D
PE;SERRAS E ARTES DE PERNAMBUCO;Bonito;C
PE;SERRAS E ARTES DE PERNAMBUCO;Brejo da Madre de Deus;D
PE;FÉ E ARTE;Buíque;D
PE;HISTÓRIA E MAR;Cabo de Santo Agostinho;B
PE;ÁGUAS E VINHOS DO VALE DO SÃO FRANCISCO;Cabrobó;D
PE;CANGAÇO E LAMPIÃO;Calumbi;D
PE;ENGENHOS E MARACATUS;Camaragibe;D
PE;SERRAS E ARTES DE PERNAMBUCO;Camocim de São Félix;D
PE;SERRAS E ARTES DE PERNAMBUCO;Caruaru;B
PE;ÁGUAS DA MATA SUL;Cortês;D
PE;ENCANTOS DO AGRESTE;Cupira;D
PE;ÁGUAS E VINHOS DO VALE DO SÃO FRANCISCO;Dormentes;D
PE;CHAPADA DO ARARIPE;Exu;D
PE;Teares, Bordados e Raizes Musicais;Feira Nova;D
PE;HISTÓRIA E MAR;Fernando de Noronha;B
PE;CANGAÇO E LAMPIÃO;Flores;D
PE;ILHAS E LAGOS DO SÃO FRANCISCO;Floresta;D
PE;FÉ E ARTE;Garanhuns;B
PE;COSTA NÁUTICA COROA DO AVIÃO;Goiana;C
PE;CHAPADA DO ARARIPE;Granito;E
PE;SERRAS E ARTES DE PERNAMBUCO;Gravatá;B
PE;COSTA NÁUTICA COROA DO AVIÃO;Igarassu;D
PE;TERRITÓRIO DA POESIA E DA CANTORIA;IGUARACI;D
PE;COSTA NÁUTICA COROA DO AVIÃO;Ilha de Itamaracá;C
PE;TERRITÓRIO DA POESIA E DA CANTORIA;Ingazeira;E
PE;HISTÓRIA E MAR;Ipojuca;A
PE;ILHAS E LAGOS DO SÃO FRANCISCO;Itacuruba;E
PE;ENGENHOS E MARACATUS;Itambé;D
PE;TERRITÓRIO DA POESIA E DA CANTORIA;Itapetim;D
PE;COSTA NÁUTICA COROA DO AVIÃO;Itapissuma;D
PE;HISTÓRIA E MAR;Jaboatão dos Guararapes;B
PE;ILHAS E LAGOS DO SÃO FRANCISCO;Jatobá;D
PE;ENGENHOS E MARACATUS;Lagoa do Carro;D
PE;ENCANTOS DO AGRESTE;Lagoa dos Gatos;D
PE;ÁGUAS E VINHOS DO VALE DO SÃO FRANCISCO;Lagoa Grande;D
PE;FÉ E ARTE;Lajedo;D
PE;Teares, Bordados e Raizes Musicais;Limoeiro;D
PE;SERRAS E ARTES DE PERNAMBUCO;Moreno;D
PE;ENGENHOS E MARACATUS;Nazaré da Mata;D
PE;HISTÓRIA E MAR;Olinda;B
PE;ÁGUAS E VINHOS DO VALE DO SÃO FRANCISCO;Orocó;D
PE;CHAPADA DO ARARIPE;Ouricuri;C
PE;ÁGUAS DA MATA SUL;Palmares;D
PE;FÉ E ARTE;Palmeirina;D
PE;ENCANTOS DO AGRESTE;Panelas;D
PE;FÉ E ARTE;Paranatama;E
PE;Da Sanfona, do Aboio e do Couro;PARNAMIRIM;D
PE;COSTA NÁUTICA COROA DO AVIÃO;Paulista;C
PE;FÉ E ARTE;Pedra;D
PE;FÉ E ARTE;Pesqueira;C
PE;ILHAS E LAGOS DO SÃO FRANCISCO;Petrolândia;D
PE;ÁGUAS E VINHOS DO VALE DO SÃO FRANCISCO;Petrolina;B
PE;SERRAS E ARTES DE PERNAMBUCO;Pombos;D
PE;ÁGUAS DA MATA SUL;Quipapá;D
PE;HISTÓRIA E MAR;Recife;A
PE;MODA E ECOTURISMO;Riacho das Almas;D
PE;HISTÓRICA, DOS ARRECIFES E MANGUEZAIS;Rio Formoso;D
PE;SERRAS E ARTES DE PERNAMBUCO;Sairé;D
PE;Da Sanfona, do Aboio e do Couro;Salgueiro;C
PE;FÉ E ARTE;Sanharó;D
PE;CANGAÇO E LAMPIÃO;Santa Cruz da Baixa Verde;E
PE;MODA E ECOTURISMO;Santa Cruz do Capibaribe;C
PE;ÁGUAS E VINHOS DO VALE DO SÃO FRANCISCO;Santa Maria da Boa Vista;D
PE;ÁGUAS DA MATA SUL;São Benedito do Sul;D
PE;FÉ E ARTE;São Bento do Una;D
PE;ENCANTOS DO AGRESTE;São Joaquim do Monte;D
PE;HISTÓRICA, DOS ARRECIFES E MANGUEZAIS;São José da Coroa Grande;C
PE;CANGAÇO E LAMPIÃO;São José do Belmonte;D
PE;TERRITÓRIO DA POESIA E DA CANTORIA;São José do Egito;D
PE;ENGENHOS E MARACATUS;São Lourenço da Mata;D
PE;CANGAÇO E LAMPIÃO;Serra Talhada;C
PE;Da Sanfona, do Aboio e do Couro;Serrita;D
PE;TERRITÓRIO DA POESIA E DA CANTORIA;Sertânia;D
PE;HISTÓRICA, DOS ARRECIFES E MANGUEZAIS;Sirinhaém;D
PE;TERRITÓRIO DA POESIA E DA CANTORIA;Solidão;D
PE;TERRITÓRIO DA POESIA E DA CANTORIA;Tabira;D
PE;ILHAS E LAGOS DO SÃO FRANCISCO;Tacaratu;D
PE;HISTÓRICA, DOS ARRECIFES E MANGUEZAIS;Tamandaré;B
PE;MODA E ECOTURISMO;Taquaritinga do Norte;D
PE;ENGENHOS E MARACATUS;Timbaúba;C
PE;MODA E ECOTURISMO;Toritama;D
PE;ENGENHOS E MARACATUS;Tracunhaém;D
PE;CANGAÇO E LAMPIÃO;Triunfo;D
PE;TERRITÓRIO DA POESIA E DA CANTORIA;Tuparetama;D
PE;Da Sanfona, do Aboio e do Couro;Verdejante;E
PE;ENGENHOS E MARACATUS;Vicência;D
PE;SERRAS E ARTES DE PERNAMBUCO;Vitória de Santo Antão;C
PI;Polo Histórico Cultural;Acauã;E
PI;Polo Teresina;Altos;D
PI;Polo das Nascentes;Alvorada do Gurguéia;E
PI;Polo Histórico Cultural;Amarante;D
PI;Polo das Origens;Avelino Lopes;E
PI;Polo Histórico Cultural;Barra D'Alcântara;E
PI;Polo das Águas;Barras;D
PI;Polo das Águas;Batalha;D
PI;Polo Histórico Cultural;Belém do Piauí;E
PI;Polo Teresina;Beneditinos;D
PI;Polo das Nascentes;Bom Jesus;D
PI;Polo Costa do Delta;Bom Princípio do Piauí;E
PI;Polo das Origens;Brejo do Piauí;E
PI;Polo Costa do Delta;Buriti dos Lopes;D
PI;Polo Aventura e Mistério;Buriti dos Montes;E
PI;Polo das Águas;Cabeceiras do Piauí;E
PI;Polo Costa do Delta;Cajueiro da Praia;D
PI;Polo Teresina;Campo Maior;C
PI;Polo Aventura e Mistério;Castelo do Piauí;D
PI;Polo das Águas;Caxingó;E
PI;Polo Histórico Cultural;Colônia do Piauí;D
PI;Polo das Origens;Coronel José Dias;E
PI;Polo das Nascentes;Corrente;C
PI;Polo das Nascentes;Cristino Castro;D
PI;Polo Aventura e Mistério;Domingos Mourão;D
PI;Polo das Águas;Esperantina;D
PI;Polo das Origens;Fartura do Piauí;E
PI;Polo Histórico Cultural;Floriano;C
PI;Polo Histórico Cultural;Francinópolis;E
PI;Polo das Nascentes;Gilbués;D
PI;Polo Histórico Cultural;Guadalupe;D
PI;Polo das Nascentes;Guaribas;E
PI;Polo Costa do Delta;Ilha Grande;E
PI;Polo Histórico Cultural;Ipiranga do Piauí;D
PI;Polo Histórico Cultural;Itainópolis;E
PI;Polo Histórico Cultural;Jacobina do Piauí;E
PI;Polo das Origens;João Costa;E
PI;Polo Teresina;José de Freitas;D
PI;Polo Aventura e Mistério;Juazeiro do Piauí;D
PI;Polo das Nascentes;Júlio Borges;E
PI;Polo das Origens;Lagoa do Barro do Piauí;D
PI;Polo Histórico Cultural;Lagoa do Piauí;E
PI;Polo Histórico Cultural;Lagoa do Sítio;E
PI;Polo Costa do Delta;Luís Correia;C
PI;Polo das Águas;Madeiro;E
PI;Polo Teresina;Miguel Alves;D
PI;Polo Teresina;Miguel Leão;E
PI;Polo Aventura e Mistério;Milton Brandão;E
PI;Polo Teresina;Monsenhor Gil;D
PI;Polo das Nascentes;Morro Cabeça no Tempo;E
PI;Polo das Águas;Morro do Chapéu do Piauí;E
PI;Polo Teresina;Novo Santo Antônio;E
PI;Polo Histórico Cultural;Oeiras;D
PI;Polo das Origens;Pajeú do Piauí;E
PI;Polo das Nascentes;Parnaguá;E
PI;Polo Costa do Delta;Parnaíba;B
PI;Polo Teresina;Passagem Franca do Piauí;E
PI;Polo Teresina;Pau D'Arco do Piauí;E
PI;Polo Aventura e Mistério;Pedro II;D
PI;Polo Histórico Cultural;Picos;C
PI;Polo Aventura e Mistério;Pimenteiras;D
PI;Polo Histórico Cultural;Pio IX;D
PI;Polo Aventura e Mistério;Piracuruca;D
PI;Polo Aventura e Mistério;Piripiri;C
PI;Polo das Nascentes;Redenção do Gurguéia;D
PI;Polo Histórico Cultural;Regeneração;D
PI;Polo Teresina;Santa Cruz dos Milagres;D
PI;Polo Aventura e Mistério;São João da Fronteira;D
PI;Polo das Origens;São João da Varjota;E
PI;Polo das Origens;São João do Piauí;D
PI;Polo Aventura e Mistério;SÃO JOSÉ DO DIVINO;E
PI;Polo das Origens;São Raimundo Nonato;D
PI;Polo Histórico Cultural;Sebastião Leal;E
PI;Polo das Origens;Socorro do Piauí;E
PI;Polo Teresina;Teresina;A
PI;Polo Teresina;União;D
PI;Polo Histórico Cultural;Valença do Piauí;D
PR;Rotas do Pinhão;Agudos do Sul;D
PR;Rotas do Pinhão;Almirante Tamandaré;D
PR;Corredores das Águas;Altônia;D
PR;Corredores das Águas;Alto Paraíso;E
PR;Corredores das Águas;Alto Piquiri;D
PR;Norte do Paraná;Alvorada do Sul;D
PR;Corredores das Águas;Amaporã;E
PR;Vales do Iguaçu;Ampére;D
PR;Norte Pioneiro;Andirá;D
PR;Litoral do Paraná;Antonina;D
PR;Vale do Ivaí;Apucarana;C
PR;Norte do Paraná;Arapongas;C
PR;Campos Gerais;Arapoti;C
PR;Vale do Ivaí;Arapuã;E
PR;Ecoaventuras Histórias e Sabores;Araruna;D
PR;Rotas do Pinhão;Araucária;B
PR;Vale do Ivaí;Ariranha do Ivaí;E
PR;Norte do Paraná;Assaí;D
PR;Riquezas do Oeste;Assis Chateaubriand;D
PR;Corredores das Águas;Astorga;D
PR;Rotas do Pinhão;Balsa Nova;D
PR;Norte Pioneiro;Bandeirantes;D
PR;Ecoaventuras Histórias e Sabores;Barbosa Ferraz;D
PR;Vales do Iguaçu;Barracão;D
PR;Norte do Paraná;Bela Vista do Paraíso;D
PR;Terra dos Pinheirais;Bituruna;D
PR;Ecoaventuras Histórias e Sabores;Boa Esperança;D
PR;Vales do Iguaçu;Boa Esperança do Iguaçu;E
PR;Entre Matas, Morros e Rios;Boa Ventura de São Roque;E
PR;Riquezas do Oeste;Boa Vista da Aparecida;E
PR;Vales do Iguaçu;Bom Jesus do Sul;E
PR;Vale do Ivaí;Bom Sucesso;E
PR;Vales do Iguaçu;Bom Sucesso do Sul;E
PR;Vale do Ivaí;Borrazópolis;D
PR;Riquezas do Oeste;Braganey;D
PR;Corredores das Águas;Brasilândia do Sul;E
PR;Riquezas do Oeste;Cafelândia;D
PR;Corredores das Águas;Cafezal do Sul;D
PR;Vale do Ivaí;Califórnia;D
PR;Norte Pioneiro;Cambará;D
PR;Vale do Ivaí;Cambira;D
PR;Ecoaventuras Histórias e Sabores;Campina da Lagoa;D
PR;Entre Matas, Morros e Rios;Campina do Simão;E
PR;Rotas do Pinhão;Campina Grande do Sul;D
PR;Rotas do Pinhão;Campo do Tenente;D
PR;Rotas do Pinhão;Campo Largo;C
PR;Rotas do Pinhão;Campo Magro;D
PR;Ecoaventuras Histórias e Sabores;Campo Mourão;C
PR;Entre Matas, Morros e Rios;Cândido de Abreu;D
PR;Lagos e Colinas;Cantagalo;D
PR;Vales do Iguaçu;Capanema;D
PR;Riquezas do Oeste;Capitão Leônidas Marques;D
PR;Campos Gerais;Carambeí;D
PR;Norte Pioneiro;Carlópolis;D
PR;Riquezas do Oeste;Cascavel;B
PR;Campos Gerais;Castro;D
PR;Lagos e Colinas;Catanduvas;D
PR;Norte do Paraná;Centenário do Sul;D
PR;Rotas do Pinhão;Cerro Azul;D
PR;Cataratas do Iguaçu e Caminhos ao Lago de Itaipu;Céu Azul;D
PR;Vales do Iguaçu;Chopinzinho;D
PR;Corredores das Águas;Cianorte;C
PR;Corredores das Águas;Cidade Gaúcha;D
PR;Rotas do Pinhão;Colombo;C
PR;Corredores das Águas;Colorado;D
PR;Norte do Paraná;Congonhinhas;D
PR;Riquezas do Oeste;Corbélia;D
PR;Norte Pioneiro;Cornélio Procópio;C
PR;Vales do Iguaçu;Coronel Vivida;D
PR;Ecoaventuras Histórias e Sabores;Corumbataí do Sul;E
